Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090014400_26102022000001;0011210403;;0090014400;K02;140560886R;SLI---2112;1;1206;1010;585;100,800;0;GERB--0528_1206_1010;none;202212030000;202212051100;64;100
0090014400_26102022000002;0061861700;;0090014400;S01;322817643R;SLI---2112;1;1206;1010;681;653,900;0;GERB--0528_1206_1010;none;202211040000;202211081200;14;100
0090014400_26102022000003;0024727100;;0090014400;K02;120438864R;ECA---0021;1;1200;1000;345;84,420;0;GERB--3551_1200_1000;none;202211120000;202211160100;606;100
0090014400_26102022000004;0090012500;PCH1805;0090014400;K02;402022048R;SLI---0770;4;1200;1000;975;744,200;45;GERB--1213_1200_1000;none;202212020000;202212060100;23;100
0090014400_26102022000005;0025389200;;0090014400;ILN;140034635R;SLI---0770;1;1200;1000;975;185,490;45;GERB--1213_1200_1000;none;202211090000;202211122030;4;100
0090014400_26102022000006;0002870400;;0090014400;ILN;135025381R;SLI---0760;1;1200;1000;930;204,080;45;GERB--1213_1200_1000;none;202211100000;202211142200;4;100
0090014400_26102022000007;0011130100;;0090014400;S01;551108631R;SLI---0770;3;1200;1000;975;768,016;45;GERB--1213_1200_1000;none;202211230000;202211261445;8;100
0090014400_26102022000008;0002744302;;0090014400;G01;440105245R;SLI---0770;7;1200;1000;975;395,160;45;GERB--1213_1200_1000;none;202211190000;202211231400;13;100
0090014400_26102022000009;0011210403;;0090014400;K02;210478954R;SLI---2112;1;1206;1010;1181;252,525;0;GERB--0528_1206_1010;none;202211240000;202211251100;10;100
0090014400_26102022000010;0011210403;;0090014400;K02;140560886R;SLI---2112;1;1206;1010;785;141,500;0;GERB--0528_1206_1010;none;202211050000;202211071100;416;100
0090014400_26102022000011;0002744302;;0090014400;G01;440005784R;SLI---0770;7;1200;1000;975;436,000;45;GERB--1213_1200_1000;none;202211150000;202211181400;14;100
0090014400_26102022000012;0028132600;;0090014400;S01;410005595R;SFDA--9348;5;1200;1000;975;885,000;45;GERB--1213_1200_1000;none;202212060000;202212071100;26;100
0090014400_26102022000013;0011210405;;0090014400;K02;149123108R;SLI---2112;1;1206;1010;385;61,700;0;GERB--0528_1206_1010;none;202212010000;202212021100;50;100
0090014400_26102022000014;0061861700;;0090014400;S01;551801733R;SLI---2112;1;1206;1010;584;300,920;0;GERB--0528_1206_1010;none;202211050000;202211091200;16;100
0090014400_26102022000015;0011130100;;0090014400;S01;545044946R;SLI---0601;6;1200;1000;750;518,200;45;GERB--1213_1200_1000;none;202212010000;202212051445;5;100
0090014400_26102022000016;0011130100;;0090014400;S01;551108631R;SLI---0770;3;1200;1000;975;768,016;45;GERB--1213_1200_1000;none;202212090000;202212131445;8;100
0090014400_26102022000017;0011130700;;0090014400;S01;551962060R;SLI---2112;1;1206;1010;385;46,500;0;GERB--0528_1206_1010;none;202212010000;202212051445;40;100
0090014400_26102022000018;0011130601;;0090014400;ILN;555931211R;SLI---0770;1;1200;1000;975;537,000;45;GERB--1213_1200_1000;none;202211090000;202211121600;6;100
0090014400_26102022000019;0002820700;;0090014400;G01;410103880R;SLI---0770;4;1200;1000;975;994,500;45;GERB--1213_1200_1000;none;202211140000;202211171100;40;100
0090014400_26102022000020;0011130601;;0090014400;ILN;555931211R;SLI---0770;2;1200;1000;975;537,000;45;GERB--1213_1200_1000;none;202212140000;202212171600;6;100
0090014400_26102022000021;0011130802;;0090014400;K02;208A08987R;SLI---0770;37;1200;1000;975;231,000;45;GERB--1213_1200_1000;none;202211100000;202211141600;65;100
0090014400_26102022000022;0011146100;;0090014400;K02;302057069R;SLI---0770;4;1200;1000;975;810,840;45;GERB--1213_1200_1000;none;202212100000;202212121100;25;100
0090014400_26102022000023;0027830500;;0090014400;G01;8200564583;SLI---0760;1;1200;1000;930;1167,500;45;GERB--1213_1200_1000;none;202212150000;202212191000;27;1
0090014400_26102022000024;0011130601;;0090014400;ILN;554B47231R;SLI---0770;6;1200;1000;975;710,000;45;GERB--1213_1200_1000;none;202211220000;202211251600;8;100
0090014400_26102022000025;0002744302;;0090014400;G01;440104112R;SLI---0770;5;1200;1000;975;436,000;45;GERB--1213_1200_1000;none;202211100000;202211141400;14;100
0090014400_26102022000026;0023416200;;0090014400;S01;111103460R;SLI---2112;2;1206;1010;1185;262,400;0;GERB--0528_1206_1010;none;202212080000;202212091100;6;100
0090014400_26102022000027;0011130700;;0090014400;S01;462625174R;SLI---2112;1;1206;1010;385;51,050;0;GERB--0528_1206_1010;none;202211030000;202211071445;33;100
0090014400_26102022000028;0011130601;;0090014400;ILN;208178072R;SLI---2112;1;1206;1010;385;75,520;0;GERB--0528_1206_1010;none;202212020000;202212062030;45;100
0090014400_26102022000029;0011130601;;0090014400;ILN;554B47231R;SLI---0770;7;1200;1000;975;710,000;45;GERB--1213_1200_1000;none;202212080000;202212121600;8;100
0090014400_26102022000030;0011130700;;0090014400;S01;462616111R;SLI---2112;1;1206;1010;785;380,900;0;GERB--0528_1206_1010;none;202212020000;202212061445;26;100
0090014400_26102022000031;0011130601;;0090014400;ILN;555938029R;SLI---0770;1;1200;1000;975;611,000;45;GERB--1213_1200_1000;none;202211260000;202211301600;7;100
0090014400_26102022000032;0011136100;;0090014400;ILN;121006993R;ETM---4434;2;1275;1014;840;916,250;140;GERB--0051_1275_1014;none;202212140000;202212172030;34;3
0090014400_26102022000033;0011579300;;0090014400;S01;365307648R;SLI---0770;2;1200;1000;975;344,000;45;GERB--1213_1200_1000;none;202211220000;202211251200;9;100
0090014400_26102022000034;0061878701;;0090014400;ILN;321016454R;SLI---1200;8;1600;1200;930;482,480;45;GERB--1613_1600_1200;none;202212080000;202212122200;10;100
0090014400_26102022000035;0002870400;;0090014400;ILN;110420078R;MFM---1145;15;1200;1000;1080;491,180;45;GERB--1213_1200_1000;none;202212050000;202212052200;25;100
0090014400_26102022000036;0011130802;;0090014400;K02;208175801R;SLI---2112;1;1206;1010;681;521,000;0;GERB--0528_1206_1010;none;202211030000;202211071600;41;100
0090014400_26102022000037;0011130100;;0090014400;S01;545056389R;SLI---0601;8;1200;1000;750;518,200;45;GERB--1213_1200_1000;none;202211080000;202211111200;5;100
0090014400_26102022000038;0011130601;;0090014400;ILN;550324537R;SLI---0770;2;1200;1000;975;981,000;45;GERB--1213_1200_1000;none;202211280000;202212012030;6;100
0090014400_26102022000039;0011130100;;0090014400;S01;545044946R;SLI---0601;1;1200;1000;750;518,200;45;GERB--1213_1200_1000;none;202211040000;202211081200;5;100
0090014400_26102022000040;0011130700;;0090014400;S01;462627465R;SLI---2112;1;1206;1010;785;359,900;0;GERB--0528_1206_1010;none;202211300000;202212031445;39;100
0090014400_26102022000041;0011130601;;0090014400;ILN;550334498R;SLI---0770;2;1200;1000;975;981,000;45;GERB--1213_1200_1000;none;202211250000;202211292030;6;100
0090014400_26102022000042;0061861700;;0090014400;S01;328095490R;SLI---2112;1;1206;1010;285;164,900;0;GERB--0528_1206_1010;none;202211010000;202211041200;21;100
0090014400_26102022000043;0090012500;PCH1412;0090014400;K02;110107489R;MFM---0448;17;1200;1000;975;261,074;45;GERB--1213_1200_1000;none;202211110000;202211150100;18;100
0090014400_26102022000044;0011130100;;0090014400;S01;545056389R;SLI---0601;7;1200;1000;750;518,200;45;GERB--1213_1200_1000;none;202212130000;202212161200;5;100
0090014400_26102022000045;0026065700;;0090014400;ILN;8200514555;ETM---4434;2;1275;1014;840;1139,000;140;GERB--0051_1275_1014;none;202211160000;202211192030;11;3
0090014400_26102022000046;0027830500;;0090014400;S01;8200840667;SLI---0760;1;1200;1000;930;1135,730;45;GERB--1213_1200_1000;none;202212080000;202212121000;21;1
0090014400_26102022000047;0011210403;;0090014400;K02;140569023R;SLI---2112;1;1206;1010;385;56,860;0;GERB--0528_1206_1010;none;202212010000;202212021100;50;100
0090014400_26102022000048;0011210405;;0090014400;K02;149123108R;SLI---2112;1;1206;1010;385;36,320;0;GERB--0528_1206_1010;none;202211100000;202211111100;25;100
0090014400_26102022000049;0002870400;;0090014400;ILN;111105004R;SLI---0770;2;1200;1000;975;248,976;45;GERB--1213_1200_1000;none;202211250000;202211292200;5;100
0090014400_26102022000050;0011130100;;0090014400;S01;544080408R;SLI---0770;19;1200;1000;975;410,040;45;GERB--1213_1200_1000;none;202212130000;202212161200;4;100
0090014400_26102022000051;0025389200;;0090014400;ILN;140014PM0A;SFDA--9775;39;1200;1000;975;201,840;45;GERB--1213_1200_1000;none;202211040000;202211082030;11;100
0090014400_26102022000052;0011210403;;0090014400;K02;147251411R;SLI---2112;2;1206;1010;1185;260,200;0;GERB--0528_1206_1010;none;202211150000;202211161100;65;100
