Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0091017200_28022023000001;0040504300;;0091017200;172PF2;172214996R;SLI---0770;5;1200;1000;975;195,292;45;GERB--1213_1200_1000;none;202304180000;202304210630;8;100
0091017200_28022023000002;0040504300;;0091017200;172PF2;172216UA1A;SLI---0770;17;1200;1000;975;217,240;45;GERB--1213_1200_1000;none;202304040000;202304110630;11;100
0091017200_28022023000003;0040504300;;0091017200;172PF2;172216UA1A;SLI---0770;7;1200;1000;975;217,240;45;GERB--1213_1200_1000;none;202304170000;202304200630;11;100
0091017200_28022023000004;0002717500;;0091017200;172PF2;440106UA0A;SLI---0770;2;1200;1000;975;597,000;45;GERB--1213_1200_1000;none;202304180000;202304210630;53;100
0091017200_28022023000005;0040504300;;0091017200;172PF2;172214996R;SLI---0770;1;1200;1000;975;195,292;45;GERB--1213_1200_1000;none;202303270000;202303300630;8;100
0091017200_28022023000006;0002717500;;0091017200;172PF2;440106UB0B;SLI---0770;8;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202304040000;202304110630;55;100
0091017200_28022023000007;0040504300;;0091017200;172PF2;172216UA1A;SLI---0770;16;1200;1000;975;217,240;45;GERB--1213_1200_1000;none;202304260000;202305020630;11;100
0091017200_28022023000008;0040504300;;0091017200;172PF2;172214996R;SLI---0770;1;1200;1000;975;195,292;45;GERB--1213_1200_1000;none;202303230000;202303280630;8;100
0091017200_28022023000009;0002717500;;0091017200;172PF2;440106UB0B;SLI---0770;8;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202304260000;202305020630;55;100
0091017200_28022023000010;0040504300;;0091017200;172PF2;172214996R;SLI---0770;2;1200;1000;975;195,292;45;GERB--1213_1200_1000;none;202304100000;202304130630;8;100
0091017200_28022023000011;0002717500;;0091017200;172PF2;440006UB0B;SLI---0770;4;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202303200000;202303230630;55;100
0091017200_28022023000012;0002717500;;0091017200;172PF2;440006UB0B;SLI---0770;4;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202304240000;202304270630;55;100
0091017200_28022023000013;0002717500;;0091017200;172PF2;440006UB0B;SLI---0770;9;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202303280000;202303310630;55;100
0091017200_28022023000014;0002717500;;0091017200;172PF2;440106UB0B;SLI---0770;13;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202303300000;202304040630;55;100
0091017200_28022023000015;0002717500;;0091017200;172PF2;440106UB0B;SLI---0770;3;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202304170000;202304200630;55;100
0091017200_28022023000016;0002717500;;0091017200;172PF2;440006UB0B;SLI---0770;8;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202304110000;202304140630;55;100
0091017200_28022023000017;0002717500;;0091017200;172PF2;440006UB0B;SLI---0770;8;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202303230000;202303280630;55;100
0091017200_28022023000018;0002717500;;0091017200;172PF2;440106UA0A;SLI---0770;2;1200;1000;975;597,000;45;GERB--1213_1200_1000;none;202304130000;202304180630;53;100
0091017200_28022023000019;0002717500;;0091017200;172PF2;440106UB0B;SLI---0770;9;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202303210000;202303240630;55;100
0091017200_28022023000020;0040504300;;0091017200;172PF2;172216UA1A;SLI---0770;16;1200;1000;975;217,240;45;GERB--1213_1200_1000;none;202304130000;202304180630;11;100
0091017200_28022023000021;0040504300;;0091017200;172PF2;172216UA1A;SLI---0770;27;1200;1000;975;217,240;45;GERB--1213_1200_1000;none;202303300000;202304040630;11;100
0091017200_28022023000022;0040504300;;0091017200;172PF2;172216UA1A;SLI---0770;8;1200;1000;975;217,240;45;GERB--1213_1200_1000;none;202304250000;202304280630;11;100
0091017200_28022023000023;0002717500;;0091017200;172PF2;440006UA0A;SLI---0770;1;1200;1000;975;597,000;45;GERB--1213_1200_1000;none;202304240000;202304270630;53;100
0091017200_28022023000024;0002717500;;0091017200;172PF2;440006UA0A;SLI---0770;1;1200;1000;975;597,000;45;GERB--1213_1200_1000;none;202304250000;202304280630;53;100
0091017200_28022023000025;0002717500;;0091017200;172PF2;440006UA0A;SLI---0770;2;1200;1000;975;597,000;45;GERB--1213_1200_1000;none;202303300000;202304040630;53;100
0091017200_28022023000026;0002717500;;0091017200;172PF2;440006UA0A;SLI---0770;2;1200;1000;975;597,000;45;GERB--1213_1200_1000;none;202304110000;202304140630;53;100
0091017200_28022023000027;0040504300;;0091017200;172PF2;172214996R;SLI---0770;2;1200;1000;975;195,292;45;GERB--1213_1200_1000;none;202303140000;202303170630;8;100
0091017200_28022023000028;0002717500;;0091017200;172PF2;440006UB0B;SLI---0770;8;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202303090000;202303140630;55;100
0091017200_28022023000029;0040504300;;0091017200;172PF2;172214996R;SLI---0770;2;1200;1000;975;195,292;45;GERB--1213_1200_1000;none;202303130000;202303160630;8;100
0091017200_28022023000030;0040504300;;0091017200;172PF2;172216UA1A;SLI---0770;9;1200;1000;975;217,240;45;GERB--1213_1200_1000;none;202303270000;202303300630;11;100
0091017200_28022023000031;0002717500;;0091017200;172PF2;440106UA0A;SLI---0770;2;1200;1000;975;597,000;45;GERB--1213_1200_1000;none;202304170000;202304200630;53;100
0091017200_28022023000032;0002717500;;0091017200;172PF2;440006UA0A;SLI---0770;2;1200;1000;975;597,000;45;GERB--1213_1200_1000;none;202304170000;202304200630;53;100
0091017200_28022023000033;0040504300;;0091017200;172PF2;172214996R;SLI---0770;4;1200;1000;975;195,292;45;GERB--1213_1200_1000;none;202304110000;202304140630;8;100
0091017200_28022023000034;0002717500;;0091017200;172PF2;440006UB0B;SLI---0770;8;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202303160000;202303210630;55;100
0091017200_28022023000035;0002717500;;0091017200;172PF2;440006UB0B;SLI---0770;8;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202304180000;202304210630;55;100
0091017200_28022023000036;0002717500;;0091017200;172PF2;440106UB0B;SLI---0770;7;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202304180000;202304210630;55;100
0091017200_28022023000037;0002717500;;0091017200;172PF2;440106UA0A;SLI---0770;1;1200;1000;975;597,000;45;GERB--1213_1200_1000;none;202303200000;202303230630;53;100
0091017200_28022023000038;0002717500;;0091017200;172PF2;440006UA0A;SLI---0770;1;1200;1000;975;597,000;45;GERB--1213_1200_1000;none;202303200000;202303230630;53;100
0091017200_28022023000039;0040504300;;0091017200;172PF2;172216UA1A;SLI---0770;15;1200;1000;975;217,240;45;GERB--1213_1200_1000;none;202304180000;202304210630;11;100
0091017200_28022023000040;0040504300;;0091017200;172PF2;172214996R;SLI---0770;2;1200;1000;975;195,292;45;GERB--1213_1200_1000;none;202304040000;202304110630;8;100
0091017200_28022023000041;0002717500;;0091017200;172PF2;440006UB0B;SLI---0770;4;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202304100000;202304130630;55;100
