Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016200_26102022000001;0024955001;;0090016200;GPFREV;738203333R;SFDA--2505;4;1900;1200;750;334,050;45;GERB--0109_1900_1200;none;202211280000;202212050545;21;100
0090016200_26102022000002;0007562700;;0090016200;G114S;620438763R;CON-S-0130;8;780;570;478;69,550;47;GERB--3195_780_570;widthwise;202212070000;202212121745;1;4
0090016200_26102022000003;0026188600;;0090016200;GPFREV;756E96292R;SLI---0770;3;1200;1000;975;477,000;45;GERB--1213_1200_1000;none;202211220000;202211291500;18;100
0090016200_26102022000004;0002857202;;0090016200;GPFREV;265508587R;KFDA--0072;4;1209;1007;990;117,100;25;GERB--2034_1209_1007;none;202212020000;202212090930;6;100
0090016200_26102022000005;0028333101;;0090016200;GPFREV;749025798R;ECM---5743;1;1950;1600;975;428,920;45;GERB--2189_1950_1600;none;202211150000;202211171430;12;100
0090016200_26102022000006;0029350201;;0090016200;GPFREV;748420423R;SLI---0770;5;1200;1000;975;195,455;45;GERB--1213_1200_1000;none;202211100000;202211171215;3;100
0090016200_26102022000007;0001295511;;0090016200;GPFREV;969072869R;SLI---2112;1;1206;1010;1083;98,510;0;GERB--0528_1206_1010;none;202211290000;202212011500;3;100
0090016200_26102022000008;0022060301;;0090016200;G114S;822112339R;MTEM--7999;1;1200;1200;1490;323,072;45;GERB--0041_1200_1200;none;202212080000;202212120545;7;100
0090016200_26102022000009;0002335700;;0090016200;CPLMCA;252160886R;SLI---2112;1;1206;1010;585;89,280;0;GERB--0528_1206_1010;none;202211230000;202211301515;66;100
0090016200_26102022000010;0007908422;;0090016200;GPFREV;777419998R;SLI---1200;3;1600;1200;930;446,740;45;GERB--1613_1600_1200;none;202211090000;202211151715;15;100
0090016200_26102022000011;0011618300;;0090016200;GPFREV;295531429R;SLI---0770;1;1200;1000;975;138,300;45;GERB--1213_1200_1000;none;202211150000;202211151430;8;100
0090016200_26102022000012;0011891801;;0090016200;GPFREV;924140812R;SLI---2112;1;1206;1010;1085;153,800;0;GERB--0528_1206_1010;none;202212090000;202212161000;162;100
0090016200_26102022000013;0025356300;;0090016200;CCIZ2;963015503R;SLI---2112;1;1206;1010;1261;117,800;0;GERB--0528_1206_1010;none;202212160000;202212211345;18;100
0090016200_26102022000014;0007908421;;0090016200;GPFREV;479606317R;SLI---2112;1;1206;1010;785;475,400;0;GERB--0528_1206_1010;none;202211300000;202211301330;120;100
0090016200_26102022000015;0026610800;;0090016200;G094R;756852030R;SLI---0601;2;1200;1000;750;195,760;45;GERB--1213_1200_1000;none;202212200000;202212231445;3;100
0090016200_26102022000016;0001746907;;0090016200;GPFREV;462106681R;SLI---0770;2;1200;1000;975;214,020;45;GERB--1213_1200_1000;none;202211030000;202211090645;14;100
0090016200_26102022000017;0001295511;;0090016200;GPFREV;969102450R;SFDA--9438;2;1200;1000;975;143,940;45;GERB--1213_1200_1000;none;202211180000;202211220845;2;100
0090016200_26102022000018;0005315103;;0090016200;G043G;803300720R;SFDA--0133;6;1600;1200;750;190,400;45;GERB--1613_1600_1200;none;202211030000;202211081415;5;100
0090016200_26102022000019;0024989703;;0090016200;GPFREV;210199991R;SLI---2112;1;1206;1010;1185;724,900;0;GERB--0528_1206_1010;none;202212020000;202212201200;31;100
