Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090012500_28022023000001;0009624700;;0090012500;GR1801;402060758R;ETM---4434;15;1275;1014;840;1153,000;140;GERB--0051_1275_1014;none;202303290000;202304031245;13;3
0090012500_28022023000002;0029382801;;0090012500;GR0901;210104880R;SLI---2112;16;1206;1010;1185;359,400;0;GERB--0528_1206_1010;none;202304190000;202304241750;51;100
0090012500_28022023000003;0011498900;;0090012500;GR1601;6040100896;MANR--6333;1;1200;1000;520;534,000;0;GERB--3551_1200_1000;none;202304060000;202304110540;19;100
0090012500_28022023000004;0061190700;;0090012500;GR1601;510G49892R;SLI---2112;1;1206;1010;385;47,480;0;GERB--0528_1206_1010;none;202303220000;202303271530;192;100
0090012500_28022023000005;0025389200;;0090012500;GR3021;140039107R;SFDA--9548;10;1200;1000;975;173,920;45;GERB--1213_1200_1000;none;202303060000;202303131840;8;100
0090012500_28022023000006;0091017700;177GRAX;0090012500;GR0901;130207006R;SFDA--9054;7;1200;1000;975;685,880;45;GERB--1213_1200_1000;none;202303170000;202303170945;46;100
0090012500_28022023000007;0026609601;;0090012500;GR3022;8201082744;SLI---0760;30;1200;1000;930;794,696;45;GERB--1213_1200_1000;none;202304130000;202304131330;42;100
0090012500_28022023000008;0002484100;;0090012500;GR1402;132139006R;SLI---2112;1;1206;1010;681;660,900;0;GERB--0528_1206_1010;none;202303280000;202303281145;92;2
0090012500_28022023000009;0091017700;177GRAX;0090012500;GR0901;130207006R;SFDA--9054;3;1200;1000;975;685,880;45;GERB--1213_1200_1000;none;202304180000;202304210945;46;100
0090012500_28022023000010;0091017700;177GRAX;0090012500;GR0901;130207006R;SFDA--9054;4;1200;1000;975;685,880;45;GERB--1213_1200_1000;none;202303310000;202304050945;46;100
0090012500_28022023000011;0009624700;;0090012500;GR1601;6040192491;SLI---0770;2;1200;1000;975;428,400;45;GERB--1213_1200_1000;none;202304190000;202304240745;9;2
0090012500_28022023000012;0042529900;;0090012500;GR1801;430194317R;SLI---0601;2;1200;1000;750;980,900;45;GERB--1213_1200_1000;none;202303220000;202303270745;16;100
