Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016100_26102022000001;0091017500;EXP;0090016100;G14;290K41484R;MFM---1498;2;1800;1200;710;458,400;45;GERB--0088_1800_1200;none;202212150000;202212201345;50;100
0090016100_26102022000002;0009500407;;0090016100;K32;144400280R;SFDA--9023;1;1200;1000;975;485,500;45;GERB--1213_1200_1000;none;202211070000;202211100615;63;100
0090016100_26102022000003;0002407003;;0090016100;K32;8200009120;SLI---2112;8;1206;1010;780;837,200;0;GERB--0528_1206_1010;none;202211080000;202211161820;21;100
0090016100_26102022000004;0000487234;;0090016100;161GK300;167009230R;SFDA--9762;7;1200;1000;975;462,000;45;GERB--1213_1200_1000;none;202211030000;202211081730;135;2
0090016100_26102022000005;0041428602;;0090016100;G14;292A60247R;SLI---2112;1;1206;1010;1185;297,650;0;GERB--0528_1206_1010;none;202301020000;202301020740;418;100
0090016100_26102022000006;0021865322;;0090016100;G14;296832097R;SLI---2112;2;1206;1010;1185;304,800;0;GERB--0528_1206_1010;none;202211180000;202211220700;85;100
0090016100_26102022000007;0009500407;;0090016100;G14;384218986R;ETM---4434;14;1275;1014;840;893,100;140;GERB--0051_1275_1014;none;202211070000;202211100615;11;3
0090016100_26102022000008;0041428602;;0090016100;G14;292A60373R;SLI---2112;4;1206;1010;1185;516,900;0;GERB--0528_1206_1010;none;202211080000;202211160740;575;100
0090016100_26102022000009;0021865322;;0090016100;G14;296832874R;SLI---2112;2;1206;1010;1185;111,300;0;GERB--0528_1206_1010;none;202211150000;202211170800;82;100
0090016100_26102022000010;0027830500;;0090016100;F14;381139530R;CON-S-0130;6;780;570;478;436,400;47;GERB--3195_780_570;widthwise;202211290000;202212010620;9;4
0090016100_26102022000011;0002555901;;0090016100;G14;296G97928R;SFDA--0038;14;1200;1000;975;360,820;45;GERB--1213_1200_1000;none;202212010000;202212061050;92;100
0090016100_26102022000012;0023207003;;0090016100;K32;144D22173R;SLI---2112;1;1206;1010;1185;261,900;0;GERB--0528_1206_1010;none;202212090000;202212151230;39;100
0090016100_26102022000013;0002822800;;0090016100;F14;8200344129;PAL-S-0022;1;1200;800;940;468,880;0;GERB--3737_1200_800;none;202211300000;202211300935;79;1
0090016100_26102022000014;0022086204;;0090016100;F14;8200237333;ECA---0021;1;1200;1000;259;55,350;0;GERB--3551_1200_1000;none;202212060000;202212120615;576;100
0090016100_26102022000015;0000037402;;0090016100;K32;150003022R;SLI---2112;3;1206;1010;1185;378,900;0;GERB--0528_1206_1010;none;202212160000;202212200520;79;100
0090016100_26102022000016;0005915200;;0090016100;M1;130C28440R;SLI---2112;1;1206;1010;285;49,700;0;GERB--0528_1206_1010;none;202211210000;202211251420;14;2
0090016100_26102022000017;0002822800;;0090016100;F14;8200018491;PAL-S-0022;1;1200;800;940;533,440;0;GERB--3737_1200_800;none;202211290000;202212050900;84;1
0090016100_26102022000018;0002496900;;0090016100;M1;130519188R;SLI---2112;1;1206;1010;385;115,930;0;GERB--0528_1206_1010;none;202212050000;202212090725;304;100
0090016100_26102022000019;0029411001;;0090016100;161GK300;167008683R;SFDA--9137;10;1200;1000;975;551,600;45;GERB--1213_1200_1000;none;202211220000;202211280900;101;100
0090016100_26102022000020;0011106019;;0090016100;G14;243656463R;SLI---2112;1;1206;1010;385;95,300;0;GERB--0528_1206_1010;none;202210250000;202211150800;203;100
0090016100_26102022000021;0002496900;;0090016100;G14;231C19051R;SLI---0770;88;1200;1000;975;259,944;45;GERB--1213_1200_1000;none;202212210000;202212210725;18;100
0090016100_26102022000022;0023207003;;0090016100;K32;144107570R;SFDA--9094;11;1200;1000;975;378,900;45;GERB--1213_1200_1000;none;202212090000;202212151230;47;100
0090016100_26102022000023;0002727802;;0090016100;M1;140133844R;SLI---2112;3;1206;1010;1085;198,320;0;GERB--0528_1206_1010;none;202211140000;202211210530;30;100
0090016100_26102022000024;0003992907;;0090016100;M1;122150587R;SLI---2112;1;1206;1010;285;108,700;0;GERB--0528_1206_1010;none;202212200000;202212201430;18;2
0090016100_26102022000025;0003326801;;0090016100;M1;8200265902;SLI---2112;1;1206;1010;582;536,600;0;GERB--0528_1206_1010;none;202212210000;202212211555;33;100
0090016100_26102022000026;0028998501;;0090016100;K32;140032042R;SFDA--9179;12;1200;1000;975;246,856;45;GERB--1213_1200_1000;none;202211070000;202211150845;12;100
0090016100_26102022000027;0023207003;;0090016100;K32;144116091R;SFDA--9776;13;1200;1000;975;374,600;45;GERB--1213_1200_1000;none;202211280000;202212021405;64;100
0090016100_26102022000028;0002727802;;0090016100;M1;140133844R;SLI---2112;2;1206;1010;1085;198,320;0;GERB--0528_1206_1010;none;202211020000;202211090615;30;100
0090016100_26102022000029;0002801804;;0090016100;E11;130C05382R;SFDA--9303;39;1200;1000;975;256,200;45;GERB--1213_1200_1000;none;202211280000;202212020530;19;100
0090016100_26102022000030;0002801804;;0090016100;K32;110171128R;MFM---1077;4;1200;1000;975;368,240;45;GERB--1213_1200_1000;none;202211300000;202212060530;13;100
0090016100_26102022000031;0009500407;;0090016100;K32;144407470R;SFDA--9023;6;1200;1000;975;464,500;45;GERB--1213_1200_1000;none;202211140000;202211170615;36;100
0090016100_26102022000032;0011106019;;0090016100;G14;290E98339R;SLI---2112;1;1206;1010;384;149,600;0;GERB--0528_1206_1010;none;202210250000;202211150800;160;100
0090016100_26102022000033;0003992907;;0090016100;M1;122150587R;SLI---2112;1;1206;1010;285;108,700;0;GERB--0528_1206_1010;none;202212190000;202212221415;18;2
0090016100_26102022000034;0002504100;;0090016100;K32;147354256R;SLI---2112;1;1206;1010;1185;311,000;0;GERB--0528_1206_1010;none;202212190000;202212221150;56;100
0090016100_26102022000035;0090016500;1GRA;0090016100;F14;8200118982;SLI---2112;5;1206;1010;681;365,900;0;GERB--0528_1206_1010;none;202211250000;202212021550;36;100
0090016100_26102022000036;0027891104;;0090016100;G14;292A01152R;CAR-S*4248;18;1200;1000;1070;218,360;0;GERB--3551_1200_1000;none;202211040000;202211140530;85;100
0090016100_26102022000037;0002822800;;0090016100;F14;326104966R;PAL-S-0022;7;1200;800;940;532,480;0;GERB--3737_1200_800;none;202211290000;202212050900;104;1
0090016100_26102022000038;0011523703;;0090016100;K32;210476950R;SLI---2112;3;1206;1010;1185;287,900;0;GERB--0528_1206_1010;none;202211150000;202211150800;45;100
0090016100_26102022000039;0090016500;1GRA;0090016100;K32;124108205R;MFM---1322;8;1200;1000;930;837,850;45;GERB--1213_1200_1000;none;202212020000;202212091550;74;1
0090016100_26102022000040;0042162600;;0090016100;E11;8200825471;ETM---4434;14;1275;1014;840;1152,000;140;GERB--0051_1275_1014;none;202211300000;202211300530;27;3
0090016100_26102022000041;0009500123;;0090016100;F14;314046620R;SLI---2112;2;1206;1010;681;699,500;0;GERB--0528_1206_1010;none;202211160000;202211161555;86;100
0090016100_26102022000042;0027287200;;0090016100;K32;302054176R;MFM---1413;11;1200;1000;930;678,770;45;GERB--1213_1200_1000;none;202211240000;202212010910;29;1
0090016100_26102022000043;0002801804;;0090016100;G14;296G19427R;SFDA--9230;1;1200;1000;975;275,290;45;GERB--1213_1200_1000;none;202211280000;202212020725;16;100
0090016100_26102022000044;0009500123;;0090016100;F14;314358414R;SLI---2112;1;1206;1010;780;827,600;0;GERB--0528_1206_1010;none;202211160000;202211161555;104;100
0090016100_26102022000045;0021865322;;0090016100;G14;296955099R;SLI---2112;1;1206;1010;1185;196,400;0;GERB--0528_1206_1010;none;202211180000;202211220700;76;100
0090016100_26102022000046;0005915200;;0090016100;M1;111503895R;SLI---2112;4;1206;1010;1181;156,600;0;GERB--0528_1206_1010;none;202211140000;202211181420;24;2
0090016100_26102022000047;0029014100;;0090016100;G14;291F06754R;SLI---2112;4;1206;1010;1185;291,900;0;GERB--0528_1206_1010;none;202211150000;202211150845;135;100
0090016100_26102022000048;0023889418;;0090016100;G14;291E01760R;SLI---2112;18;1206;1010;1185;273,900;0;GERB--0528_1206_1010;none;202211150000;202211220700;87;100
0090016100_26102022000049;0021865322;;0090016100;G14;296832851R;SLI---2112;1;1206;1010;1185;212,700;0;GERB--0528_1206_1010;none;202211250000;202211290700;32;100
