Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0091017500_26102022000001;0002706302;;0091017500;175GR1;322015112R;CON-S-0130;9;780;570;478;427,400;47;GERB--3195_780_570;widthwise;202211230000;202211230900;7;4
0091017500_26102022000002;0011711300;;0091017500;175GR1;8200886770;CON-S-0130;3;780;570;478;303,960;47;GERB--3195_780_570;widthwise;202211230000;202211281100;5;4
0091017500_26102022000003;0027830500;;0091017500;175GR1;322301802R;CON-S-0130;2;780;570;478;357,825;47;GERB--3195_780_570;widthwise;202211030000;202211210800;9;4
0091017500_26102022000004;0002706302;;0091017500;175GR1;8200933839;ETM---4434;7;1275;1014;840;1431,000;140;GERB--0051_1275_1014;widthwise;202211140000;202211140900;35;3
0091017500_26102022000005;0090016500;1GRA;0091017500;175GR1;8200444619;CON-S-0130;1;780;570;478;146,376;47;GERB--3195_780_570;widthwise;202211030000;202211081200;13;4
0091017500_26102022000006;0027830500;;0091017500;175GR1;322519421R;CON-S-0130;2;780;570;478;398,880;47;GERB--3195_780_570;widthwise;202211220000;202212120800;7;4
0091017500_26102022000007;0090016500;3PCHA;0091017500;175GR4;321018540R;SLI---1200;3;1600;1200;930;370,000;45;GERB--1613_1600_1200;widthwise;202211150000;202211180800;11;100
0091017500_26102022000008;0009500111;;0091017500;175GR2;314352535R;SLI---2112;1;1206;1010;681;646,700;0;GERB--0528_1206_1010;none;202211090000;202211140800;97;100
0091017500_26102022000009;0090016500;1GRA;0091017500;175GR1;8200385914;CON-S-0130;3;780;570;478;156,960;47;GERB--3195_780_570;widthwise;202211150000;202211181200;12;4
0091017500_26102022000010;0027830500;;0091017500;175GR1;323736815R;CON-S-0130;1;780;570;478;396,000;47;GERB--3195_780_570;widthwise;202210260000;202211140800;7;4
0091017500_26102022000011;0090016500;3PCHA;0091017500;175GR4;304011184R;SLI---1200;12;1600;1200;930;419,200;45;GERB--1613_1600_1200;widthwise;202211150000;202211181200;13;100
0091017500_26102022000012;0005345312;;0091017500;175GR2;314A71669R;SLI---2112;1;1206;1010;681;703,100;0;GERB--0528_1206_1010;none;202212120000;202212151200;44;100
0091017500_26102022000013;0027830400;;0091017500;175GR1;322411756R;CON-S-0130;9;780;570;478;429,600;47;GERB--3195_780_570;widthwise;202210240000;202211100800;8;4
0091017500_26102022000014;0023850600;;0091017500;175GR2;328018902R;SLI---2112;1;1206;1010;1185;270,000;0;GERB--0528_1206_1010;none;202211090000;202211141200;28;100
0091017500_26102022000015;0027830500;;0091017500;175GR1;381018732R;ETM---4434;3;1275;1014;840;1117,810;140;GERB--0051_1275_1014;widthwise;202211220000;202212120800;19;3
0091017500_26102022000016;0090016500;3PCHA;0091017500;175GR4;304016400R;SLI---1200;1;1600;1200;930;412,000;45;GERB--1613_1600_1200;widthwise;202211150000;202211180800;13;100
0091017500_26102022000017;0002706302;;0091017500;175GR1;381011573R;ETM---4434;3;1275;1014;840;1308,360;140;GERB--0051_1275_1014;widthwise;202211290000;202212020900;22;3
0091017500_26102022000018;0002318600;;0091017500;175GR2;360303960R;CAR-S*4326;6;1130;970;680;246,980;0;GERB--7137_1130_970;none;202211210000;202211241200;94;2
0091017500_26102022000019;0090016500;3PCHA;0091017500;175GR4;321017795R;SLI---1200;2;1600;1200;930;366,000;45;GERB--1613_1600_1200;widthwise;202211110000;202211161200;11;100
0091017500_26102022000020;0090016500;1GRA;0091017500;175GR3;8200519091;CON-S-0130;2;780;570;478;425,760;47;GERB--3195_780_570;widthwise;202212160000;202212211200;15;4
0091017500_26102022000021;0002801804;;0091017500;175GR4;304011666R;SLI---1200;9;1600;1200;930;495,232;45;GERB--1613_1600_1200;widthwise;202212120000;202212151100;13;100
0091017500_26102022000022;0090016100;J6;0091017500;175GR4;321019389R;SLI---1200;7;1600;1200;930;377,200;45;GERB--1613_1600_1200;widthwise;202212210000;202301021200;16;100
0091017500_26102022000023;0090016500;3PCHA;0091017500;175GR4;304011184R;SLI---1200;2;1600;1200;930;419,200;45;GERB--1613_1600_1200;widthwise;202211170000;202211220800;13;100
0091017500_26102022000024;0027830500;;0091017500;175GR1;322513655R;CON-S-0130;3;780;570;478;393,000;47;GERB--3195_780_570;widthwise;202211170000;202212050800;6;4
0091017500_26102022000025;0002706302;;0091017500;175GR1;314L47774R;CON-S-0130;4;780;570;478;428,500;47;GERB--3195_780_570;widthwise;202211090000;202211090900;9;4
0091017500_26102022000026;0002318600;;0091017500;175GR2;360303960R;CAR-S*4326;5;1130;970;680;246,980;0;GERB--7137_1130_970;none;202212070000;202212131200;94;2
0091017500_26102022000027;0011711300;;0091017500;175GR1;8200886763;CON-S-0130;4;780;570;478;438,000;47;GERB--3195_780_570;widthwise;202211170000;202211221100;7;4
0091017500_26102022000028;0023850600;;0091017500;175GR2;329506197R;SLI---2112;5;1206;1010;1185;489,900;0;GERB--0528_1206_1010;none;202211240000;202211291200;45;100
0091017500_26102022000029;0009500111;;0091017500;175GR2;314041099R;SLI---2112;1;1206;1010;879;836,300;0;GERB--0528_1206_1010;none;202212140000;202212190800;88;100
0091017500_26102022000030;0009500111;;0091017500;175GR2;322757466R;SLI---2112;1;1206;1010;879;871,860;0;GERB--0528_1206_1010;none;202212090000;202212140800;74;100
0091017500_26102022000031;0002706302;;0091017500;175GR1;322015987R;CON-S-0130;7;780;570;478;394,560;47;GERB--3195_780_570;widthwise;202212070000;202212070900;6;4
0091017500_26102022000032;0090016500;3PCHA;0091017500;175GR4;321018540R;SLI---1200;16;1600;1200;930;370,000;45;GERB--1613_1600_1200;widthwise;202211290000;202212021200;11;100
0091017500_26102022000033;0040909900;;0091017500;175GR4;290K28401R;SLI---1200;5;1600;1200;930;465,760;45;GERB--1613_1600_1200;widthwise;202210210000;202211091600;13;100
0091017500_26102022000034;0029366500;;0091017500;175GR1;326065370R;SLI---0760;2;1200;1000;930;1229,680;45;GERB--1213_1200_1000;none;202211250000;202211300800;49;100
0091017500_26102022000035;0027830400;;0091017500;175GR1;322411756R;CON-S-0130;10;780;570;478;429,600;47;GERB--3195_780_570;widthwise;202211250000;202212150800;8;4
0091017500_26102022000036;0090016500;3PCHA;0091017500;175GR4;304011184R;SLI---1200;2;1600;1200;930;419,200;45;GERB--1613_1600_1200;widthwise;202212010000;202212070800;13;100
0091017500_26102022000037;0027830500;;0091017500;175GR1;8200178648;CON-S-0130;3;780;570;478;263,950;47;GERB--3195_780_570;widthwise;202211250000;202212150800;7;4
0091017500_26102022000038;0009500111;;0091017500;175GR2;384412040R;SLI---2112;1;1206;1010;879;674,180;0;GERB--0528_1206_1010;none;202211230000;202211280800;70;100
0091017500_26102022000039;0002318600;;0091017500;175GR2;295J43985R;ECA---0021;1;1200;1000;345;22,531;0;GERB--3551_1200_1000;none;202211230000;202211281200;27;2
0091017500_26102022000040;0029366500;;0091017500;175GR1;326119773R;SLI---0760;1;1200;1000;930;846,000;45;GERB--1213_1200_1000;none;202212050000;202212120800;65;100
