Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090038200_26102022000001;0027997100;;0090038200;GM02;727123439R;CON-S-0003;9;1880;1095;1350;722,380;40;GERB--2240_1880_1095;none;202211150000;202211181200;12;100
0090038200_26102022000002;0027758502;;0090038200;GM02;260108435R;SFDA--9115;20;1200;1000;975;181,044;45;GERB--1213_1200_1000;none;202211290000;202212021845;6;100
0090038200_26102022000003;0041647900;;0090038200;GM02;391019099R;SFDA--9653;1;1200;1000;975;653,960;45;GERB--1213_1200_1000;none;202211120000;202211161700;33;100
0090038200_26102022000004;0027997100;;0090038200;GM02;727123439R;CON-S-0003;14;1880;1095;1350;722,380;40;GERB--2240_1880_1095;none;202212160000;202212201200;12;100
0090038200_26102022000005;0040771302;;0090038200;GM01;748480851R;SFD---0130;1;780;570;478;452,640;47;GERB--3195_780_570;none;202211010000;202211040200;13;4
0090038200_26102022000006;0025315000;;0090038200;GM04;747618673R;SFD---0770;2;1200;1000;975;208,200;45;GERB--1213_1200_1000;none;202211240000;202211281700;8;100
0090038200_26102022000007;0041819200;;0090038200;GM02;260107920R;SFDA--9432;21;1200;1000;975;172,000;45;GERB--1213_1200_1000;none;202211050000;202211090001;7;100
0090038200_26102022000008;0006701114;;0090038200;GM02;214107347R;SFDA--9439;30;1200;1000;975;140,148;45;GERB--1213_1200_1000;none;202211070000;202211100300;2;100
0090038200_26102022000009;0001349831;;0090038200;GM03;240114282S;SFD---2112;1;1206;1010;1089;120,200;0;GERB--0528_1206_1010;none;202211120000;202211140900;104;100
0090038200_26102022000010;0025315000;;0090038200;GM04;747510075R;SFD---1200;3;1600;1200;930;243,656;45;GERB--1613_1600_1200;none;202211260000;202211301700;5;100
0090038200_26102022000011;0040771302;;0090038200;GT;554C13185R;SFD---0770;1;1200;1000;975;399,960;45;GERB--1213_1200_1000;none;202212190000;202212220200;7;100
0090038200_26102022000012;0040699300;;0090038200;GM04;850926300R;SFD---0770;4;1200;1000;975;149,382;45;GERB--1213_1200_1000;none;202211300000;202212030330;2;100
0090038200_26102022000013;0042065700;;0090038200;GM01;828640730R;SFD---2112;1;1206;1010;1085;108,800;0;GERB--0528_1206_1010;none;202211140000;202211172101;15;100
