Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0091017700_27022023000001;0028040400;;0091017700;177GRF;140036202R;SFDA--9299;7;1200;1000;975;201,730;45;GERB--1213_1200_1000;none;202303140000;202303170300;15;100
0091017700_27022023000002;0023376100;;0091017700;177GRG;8200016226;SLI---0601;6;1200;1000;750;1079,800;45;GERB--1213_1200_1000;none;202303220000;202303270830;25;100
0091017700_27022023000003;0026367200;;0091017700;177GRF;111116195R;SLI---0770;9;1200;1000;975;225,560;45;GERB--1213_1200_1000;none;202303170000;202303221600;6;100
0091017700_27022023000004;0002496900;;0091017700;177GRF;144865409R;SLI---2112;3;1206;1010;1085;238,040;0;GERB--0528_1206_1010;none;202304060000;202304111800;16;100
0091017700_27022023000005;0090016500;1GRA;0091017700;177GR5;111109158R;SFDA--9022;6;1200;1000;975;256,448;45;GERB--1213_1200_1000;none;202303020000;202303070730;8;100
0091017700_27022023000006;0041223901;;0091017700;177GRF;208172711R;CAR-S*2990;1;1140;980;660;582,100;0;GERB--7391_1140_980;none;202303240000;202303281230;25;100
0091017700_27022023000007;0002496900;;0091017700;177GRE;130514276R;SLI---2112;1;1206;1010;1185;586,900;0;GERB--0528_1206_1010;none;202303090000;202303140930;68;100
0091017700_27022023000008;0025348700;;0091017700;177GRF;208A06189R;SFDA--9280;23;1200;1000;975;326,000;45;GERB--1213_1200_1000;none;202303090000;202303142230;118;100
0091017700_27022023000009;0090016500;1GRA;0091017700;177GRF;111100160R;SFDA--9022;2;1200;1000;975;283,880;45;GERB--1213_1200_1000;none;202304110000;202304141900;13;100
0091017700_27022023000010;0029333000;;0091017700;177GRI;130801275R;SLI---2112;1;1206;1010;1185;612,000;0;GERB--0528_1206_1010;none;202304130000;202304181800;286;2
0091017700_27022023000011;0002637700;;0091017700;177GRF;123107079R;MFM---0300;4;1200;1000;930;711,000;45;GERB--1213_1200_1000;none;202303170000;202303222100;48;100
