dataset: C
instance: AS2
+-----------+
2D Packing Heuristic in Truck P062730103
Min2DVol: 26.760000000000023 [m2]
Stack 0 with items: ['0090018000_28022023010747', '0090018000_28022023010747', '0090018000_28022023010747']
Stack 1 with items: ['0090018000_28022023010747', '0090018000_28022023010747', '0090018000_28022023010747']
Stack 2 with items: ['0090018000_28022023010747', '0090018000_28022023010747', '0090018000_28022023010747']
Stack 3 with items: ['0090018000_28022023010747', '0090018000_28022023010747', '0090018000_28022023010747']
Stack 4 with items: ['0090018000_28022023007222', '0090018000_28022023007222', '0090018000_28022023007222']
Stack 5 with items: ['0090018000_28022023007222', '0090018000_28022023007222', '0090018000_28022023007222']
Stack 6 with items: ['0090018000_28022023007222', '0090018000_28022023007222', '0090018000_28022023007222']
Stack 7 with items: ['0090018000_28022023007222', '0090018000_28022023006393', '0090018000_28022023007222']
Stack 8 with items: ['0090018000_28022023006393', '0090018000_28022023006393', '0090018000_28022023006393']
Stack 9 with items: ['0090018000_28022023006393', '0090018000_28022023006393', '0090018000_28022023006393']
Stack 10 with items: ['0090018000_28022023003214', '0090018000_28022023003214', '0090018000_28022023003214']
Stack 11 with items: ['0090018000_28022023003214', '0090018000_28022023003214', '0090018000_28022023003214']
Stack 12 with items: ['0090018000_28022023003214', '0090018000_28022023003214', '0090018000_28022023003214']
Stack 13 with items: ['0090018000_28022023003214', '0090018000_28022023003214', '0090018000_28022023003214']
Stack 14 with items: ['0090018000_28022023002335', '0090018000_28022023002335', '0090018000_28022023002335']
Stack 15 with items: ['0090018000_28022023002335', '0090018000_28022023002335', '0090018000_28022023002335']
Stack 16 with items: ['0090018000_28022023002335', '0090018000_28022023002335', '0090018000_28022023002335']
Stack 17 with items: ['0090018000_28022023002335', '0090018000_28022023002335', '0090018000_28022023002335']
Stack 18 with items: ['0090018000_28022023003388', '0090018000_28022023003388', '0090018000_28022023003388', '0090018000_28022023003388']
Stack 19 with items: ['0090018000_28022023003388', '0090018000_28022023001497', '0090018000_28022023001497', '0090018000_28022023001497']
Stack 20 with items: ['0090018000_28022023001497', '0090018000_28022023001497', '0090018000_28022023001497', '0090018000_28022023001497']
Stack 21 with items: ['0090018000_28022023001497', '0090018000_28022023001334', '0090018000_28022023001497', '0090018000_28022023001497']
Stack 22 with items: ['0090018000_28022023001334', '0090018000_28022023001334', '0090018000_28022023001334', '0090018000_28022023001334']
Stack 23 with items: ['0090018000_28022023001334', '0090018000_28022023001334', '0090018000_28022023001334', '0090018000_28022023001334']
Stack 24 with items: ['0090018000_28022023001334', '0090018000_28022023000925', '0090018000_28022023001334', '0090018000_28022023001334']
Stack 25 with items: ['0090018000_28022023000925', '0090018000_28022023000925', '0090018000_28022023000925', '0090018000_28022023000925']
Stack 26 with items: ['0090018000_28022023008654', '0090018000_28022023010659', '0090018000_28022023010659', '0090018000_28022023010659']
Stack 27 with items: ['0090018000_28022023010659', '0090018000_28022023010659', '0090018000_28022023010659', '0090018000_28022023010659']
Stack 28 with items: ['0090018000_28022023008654', '0090018000_28022023008654', '0090018000_28022023008654', '0090018000_28022023008654']
Stacks not packed:
Stack 18 missing: ['0090018000_28022023003388', '0090018000_28022023003388', '0090018000_28022023003388', '0090018000_28022023003388']
Stack 19 missing: ['0090018000_28022023003388', '0090018000_28022023001497', '0090018000_28022023001497', '0090018000_28022023001497']
Stack 20 missing: ['0090018000_28022023001497', '0090018000_28022023001497', '0090018000_28022023001497', '0090018000_28022023001497']
Stack 21 missing: ['0090018000_28022023001497', '0090018000_28022023001334', '0090018000_28022023001497', '0090018000_28022023001497']
Stack 22 missing: ['0090018000_28022023001334', '0090018000_28022023001334', '0090018000_28022023001334', '0090018000_28022023001334']
Stack 23 missing: ['0090018000_28022023001334', '0090018000_28022023001334', '0090018000_28022023001334', '0090018000_28022023001334']
Stack 24 missing: ['0090018000_28022023001334', '0090018000_28022023000925', '0090018000_28022023001334', '0090018000_28022023001334']
Stack 25 missing: ['0090018000_28022023000925', '0090018000_28022023000925', '0090018000_28022023000925', '0090018000_28022023000925']
Stack 26 missing: ['0090018000_28022023008654', '0090018000_28022023010659', '0090018000_28022023010659', '0090018000_28022023010659']
Stack 27 missing: ['0090018000_28022023010659', '0090018000_28022023010659', '0090018000_28022023010659', '0090018000_28022023010659']
Stack 28 missing: ['0090018000_28022023008654', '0090018000_28022023008654', '0090018000_28022023008654', '0090018000_28022023008654']
