dataset: X
instance: MA7
+-----------+
2D Packing Heuristic in Truck P179033901
Min2DVol: 32.40000000000002 [m2]
Stack 0 with items: ['0090016200_14062023027597', '0090016200_14062023027597', '0090016200_14062023027597']
Stack 1 with items: ['0090016200_14062023027597', '0090016200_14062023027597', '0090016200_14062023027597']
Stack 2 with items: ['0090016200_14062023027597', '0090016200_14062023027597', '0090016200_14062023027597']
Stack 3 with items: ['0090016200_14062023027597', '0090016200_14062023027597', '0090016200_14062023027597']
Stack 4 with items: ['0090016200_14062023027597', '0090016200_14062023027597', '0090016200_14062023027597']
Stack 5 with items: ['0090016200_14062023027597', '0090016200_14062023026380', '0090016200_14062023027597']
Stack 6 with items: ['0090016200_14062023026380', '0090016200_14062023026380', '0090016200_14062023026380']
Stack 7 with items: ['0090016200_14062023019991', '0090016200_14062023019328', '0090016200_14062023019328']
Stack 8 with items: ['0090016200_14062023019328', '0090016200_14062023019328', '0090016200_14062023019328']
Stack 9 with items: ['0090016200_14062023019328', '0090016200_14062023019328', '0090016200_14062023019328']
Stack 10 with items: ['0090016200_14062023019328', '0090016200_14062023019328', '0090016200_14062023019328']
Stack 11 with items: ['0090016200_14062023019328', '0090016200_14062023019328', '0090016200_14062023019328']
Stack 12 with items: ['0090016200_14062023019328', '0090016200_14062023019328', '0090016200_14062023019328']
Stack 13 with items: ['0090016200_14062023012942', '0090016200_14062023010509', '0090016200_14062023012942']
Stack 14 with items: ['0090016200_14062023010509', '0090016200_14062023010509', '0090016200_14062023010509']
Stack 15 with items: ['0090016200_14062023009882', '0090016200_14062023009882', '0090016200_14062023009882']
Stack 16 with items: ['0090016200_14062023009882', '0090016200_14062023004903', '0090016200_14062023004903']
Stack 17 with items: ['0090016200_14062023004903', '0090016200_14062023003741', '0090016200_14062023004903']
Stack 18 with items: ['0090016200_14062023003741', '0090016200_14062023003741', '0090016200_14062023003741']
Stack 19 with items: ['0090016200_14062023003741', '0090016200_14062023003741', '0090016200_14062023003741']
Stack 20 with items: ['0090016200_14062023003463', '0090016200_14062023003463', '0090016200_14062023003463']
Stack 21 with items: ['0090016200_14062023003463', '0090016200_14062023003463']
Stack 22 with items: ['0090016200_14062023004796', '0090016200_14062023004796', '0090016200_14062023004796']
Stack 23 with items: ['0090016200_14062023004796', '0090016200_14062023004796', '0090016200_14062023004796']
Stack 24 with items: ['0090016200_14062023004796', '0090016200_14062023004796', '0090016200_14062023004796']
Stack 25 with items: ['0090016200_14062023012063', '0090016200_14062023026771', '0090016200_14062023026771']
Stack 26 with items: ['0090016200_14062023006646', '0090016200_14062023021072', '0090016200_14062023029936']
Stack 27 with items: ['0090016200_14062023008449', '0090016200_14062023015074', '0090016200_14062023017933']
Stack 28 with items: ['0090016200_14062023015074', '0090016200_14062023033228', '0090016200_14062023033228']
Stack 29 with items: ['0090016200_14062023033824', '0090016200_14062023012566', '0090016200_14062023012566']
Stack 30 with items: ['0090016200_14062023026296', '0090016200_14062023019899', '0090016200_14062023027669']
Stack 31 with items: ['0090016200_14062023034702', '0090016200_14062023033824', '0090016200_14062023026296']
Stack 32 with items: ['0090016200_14062023015177', '0090016200_14062023021202', '0090016200_14062023033824']
Stacks not packed:
Stack 0 missing: ['0090016200_14062023027597', '0090016200_14062023027597', '0090016200_14062023027597']
Stack 1 missing: ['0090016200_14062023027597', '0090016200_14062023027597', '0090016200_14062023027597']
Stack 2 missing: ['0090016200_14062023027597', '0090016200_14062023027597', '0090016200_14062023027597']
Stack 3 missing: ['0090016200_14062023027597', '0090016200_14062023027597', '0090016200_14062023027597']
Stack 4 missing: ['0090016200_14062023027597', '0090016200_14062023027597', '0090016200_14062023027597']
Stack 5 missing: ['0090016200_14062023027597', '0090016200_14062023026380', '0090016200_14062023027597']
Stack 7 missing: ['0090016200_14062023019991', '0090016200_14062023019328', '0090016200_14062023019328']
Stack 13 missing: ['0090016200_14062023012942', '0090016200_14062023010509', '0090016200_14062023012942']
Stack 14 missing: ['0090016200_14062023010509', '0090016200_14062023010509', '0090016200_14062023010509']
Stack 16 missing: ['0090016200_14062023009882', '0090016200_14062023004903', '0090016200_14062023004903']
Stack 17 missing: ['0090016200_14062023004903', '0090016200_14062023003741', '0090016200_14062023004903']
Stack 20 missing: ['0090016200_14062023003463', '0090016200_14062023003463', '0090016200_14062023003463']
Stack 26 missing: ['0090016200_14062023006646', '0090016200_14062023021072', '0090016200_14062023029936']
Stack 27 missing: ['0090016200_14062023008449', '0090016200_14062023015074', '0090016200_14062023017933']
Stack 28 missing: ['0090016200_14062023015074', '0090016200_14062023033228', '0090016200_14062023033228']
Stack 29 missing: ['0090016200_14062023033824', '0090016200_14062023012566', '0090016200_14062023012566']
Stack 31 missing: ['0090016200_14062023034702', '0090016200_14062023033824', '0090016200_14062023026296']
