dataset: X
instance: TR4
+-----------+
2D Packing Heuristic in Truck P214420101
Min2DVol: 31.679999999999986 [m2]
Stack 0 with items: ['0090017000_14062023003419', '0090017000_14062023003419', '0090017000_14062023003419']
Stack 1 with items: ['0090017000_14062023010701', '0090017000_14062023007543', '0090017000_14062023010701']
Stack 2 with items: ['0090017000_14062023003419', '0090017000_14062023007543', '0090017000_14062023007543']
Stack 3 with items: ['0090017000_14062023010701', '0090017000_14062023010701', '0090017000_14062023010701']
Stack 4 with items: ['0090017000_14062023044372', '0090017000_14062023042800', '0090017000_14062023027490']
Stack 5 with items: ['0090017000_14062023027490', '0090017000_14062023027490', '0090017000_14062023027490']
Stack 6 with items: ['0090017000_14062023023059', '0090017000_14062023018720', '0090017000_14062023023059']
Stack 7 with items: ['0090017000_14062023018720', '0090017000_14062023018720', '0090017000_14062023018720']
Stack 8 with items: ['0090017000_14062023018720', '0090017000_14062023018720', '0090017000_14062023018720']
Stack 9 with items: ['0090017000_14062023018720', '0090017000_14062023018720', '0090017000_14062023018720']
Stack 10 with items: ['0090017000_14062023018720', '0090017000_14062023018720', '0090017000_14062023018720']
Stack 11 with items: ['0090017000_14062023018720', '0090017000_14062023018720', '0090017000_14062023018720']
Stack 12 with items: ['0090017000_14062023018720', '0090017000_14062023018720', '0090017000_14062023018720']
Stack 13 with items: ['0090017000_14062023018720', '0090017000_14062023018431', '0090017000_14062023018431']
Stack 14 with items: ['0090017000_14062023018431', '0090017000_14062023016095', '0090017000_14062023018431']
Stack 15 with items: ['0090017000_14062023016095', '0090017000_14062023016095', '0090017000_14062023016095']
Stack 16 with items: ['0090017000_14062023016095', '0090017000_14062023016095', '0090017000_14062023016095']
Stack 17 with items: ['0090017000_14062023016095', '0090017000_14062023016095', '0090017000_14062023016095']
Stack 18 with items: ['0090017000_14062023016095', '0090017000_14062023016095', '0090017000_14062023016095']
Stack 19 with items: ['0090017000_14062023016095', '0090017000_14062023016095', '0090017000_14062023016095']
Stack 20 with items: ['0090017000_14062023016095', '0090017000_14062023016095', '0090017000_14062023016095']
Stack 21 with items: ['0090017000_14062023013754', '0090017000_14062023013754', '0090017000_14062023013754']
Stack 22 with items: ['0090017000_14062023013754', '0090017000_14062023013754', '0090017000_14062023013754']
Stack 23 with items: ['0090017000_14062023013754', '0090017000_14062023013754', '0090017000_14062023013754']
Heuristic packed all stacks
