dataset: B
instance: DO
+-----------+
2D Packing Heuristic in Truck P319145107
Min2DVol: 32.15999999999998 [m2]
Stack 0 with items: ['0090019100_26102022009764', '0090019100_26102022009764']
Stack 1 with items: ['0090019100_26102022009764', '0090019100_26102022009764']
Stack 2 with items: ['0090019100_26102022009764', '0090019100_26102022009764']
Stack 3 with items: ['0090019100_26102022009764', '0090019100_26102022009764']
Stack 4 with items: ['0090019100_26102022009764', '0090019100_26102022009764']
Stack 5 with items: ['0090019100_26102022009764', '0090019100_26102022009764']
Stack 6 with items: ['0090019100_26102022009764', '0090019100_26102022009764']
Stack 7 with items: ['0090019100_26102022009764', '0090019100_26102022009764']
Stack 8 with items: ['0090019100_26102022009764', '0090019100_26102022005621']
Stack 9 with items: ['0090019100_26102022004621', '0090019100_26102022004621']
Stack 10 with items: ['0090019100_26102022003983', '0090019100_26102022003983']
Stack 11 with items: ['0090019100_26102022003983', '0090019100_26102022003983']
Stack 12 with items: ['0090019100_26102022003983', '0090019100_26102022003983']
Stack 13 with items: ['0090019100_26102022003983', '0090019100_26102022000287']
Stack 14 with items: ['0090019100_26102022000287', '0090019100_26102022000287']
Stack 15 with items: ['0090019100_26102022000287', '0090019100_26102022000287']
Heuristic packed all stacks
