dataset: C
instance: VA2
+-----------+
2D Packing Heuristic in Truck P107501607
Min2DVol: 24.960000000000008 [m2]
Stack 0 with items: ['0091017300_28022023021674', '0091017300_28022023019708', '0091017300_28022023019708']
Stack 1 with items: ['0091017300_28022023019708', '0091017300_28022023015178', '0091017300_28022023013631']
Stack 2 with items: ['0091017300_28022023013631', '0091017300_28022023013631', '0091017300_28022023013631']
Stack 3 with items: ['0091017300_28022023010875', '0091017300_28022023010875', '0091017300_28022023010875']
Stack 4 with items: ['0091017300_28022023010875', '0091017300_28022023010875', '0091017300_28022023010875']
Stack 5 with items: ['0091017300_28022023010875', '0091017300_28022023010875', '0091017300_28022023010875']
Stack 6 with items: ['0091017300_28022023010875', '0091017300_28022023009311', '0091017300_28022023010875']
Stack 7 with items: ['0091017300_28022023009311', '0091017300_28022023009311', '0091017300_28022023009311']
Stack 8 with items: ['0091017300_28022023009311', '0091017300_28022023001956', '0091017300_28022023001956']
Stack 9 with items: ['0091017300_28022023001956', '0091017300_28022023001956', '0091017300_28022023001956']
Stack 10 with items: ['0091017300_28022023001956', '0091017300_28022023001956', '0091017300_28022023001956']
Stack 11 with items: ['0091017300_28022023001956', '0091017300_28022023001956', '0091017300_28022023001956']
Stack 12 with items: ['0091017300_28022023001956', '0091017300_28022023001956', '0091017300_28022023001956']
Heuristic packed all stacks
