dataset: C
instance: BY2
+-----------+
2D Packing Heuristic in Truck P075215303
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090016900_28022023029411', '0090016900_28022023029411', '0090016900_28022023029411']
Stack 1 with items: ['0090016900_28022023029411', '0090016900_28022023029411', '0090016900_28022023029411']
Stack 2 with items: ['0090016900_28022023029411', '0090016900_28022023029411', '0090016900_28022023029411']
Stack 3 with items: ['0090016900_28022023029411', '0090016900_28022023029411', '0090016900_28022023029411']
Stack 4 with items: ['0090016900_28022023029411', '0090016900_28022023029411', '0090016900_28022023029411']
Stack 5 with items: ['0090016900_28022023029411', '0090016900_28022023029411', '0090016900_28022023029411']
Stack 6 with items: ['0090016900_28022023029411', '0090016900_28022023029411', '0090016900_28022023029411']
Stack 7 with items: ['0090016900_28022023029411', '0090016900_28022023027729', '0090016900_28022023027729']
Stack 8 with items: ['0090016900_28022023027729', '0090016900_28022023027699', '0090016900_28022023027699']
Stack 9 with items: ['0090016900_28022023027699', '0090016900_28022023027699', '0090016900_28022023027699']
Stack 10 with items: ['0090016900_28022023027699', '0090016900_28022023027699', '0090016900_28022023027699']
Stack 11 with items: ['0090016900_28022023027699', '0090016900_28022023027699', '0090016900_28022023027699']
Stack 12 with items: ['0090016900_28022023027699', '0090016900_28022023027699', '0090016900_28022023027699']
Stack 13 with items: ['0090016900_28022023027699', '0090016900_28022023027699', '0090016900_28022023027699']
Stack 14 with items: ['0090016900_28022023027699', '0090016900_28022023027699', '0090016900_28022023027699']
Stack 15 with items: ['0090016900_28022023027699', '0090016900_28022023027699', '0090016900_28022023027699']
Stack 16 with items: ['0090016900_28022023027699', '0090016900_28022023021830', '0090016900_28022023027699']
Stack 17 with items: ['0090016900_28022023021830', '0090016900_28022023012596', '0090016900_28022023021830']
Stack 18 with items: ['0090016900_28022023012596', '0090016900_28022023012596', '0090016900_28022023012596']
Stack 19 with items: ['0090016900_28022023012596', '0090016900_28022023012596', '0090016900_28022023012596']
Stack 20 with items: ['0090016900_28022023012596', '0090016900_28022023012596', '0090016900_28022023012596']
Stack 21 with items: ['0090016900_28022023012596', '0090016900_28022023012079', '0090016900_28022023012079']
Stack 22 with items: ['0090016900_28022023012079', '0090016900_28022023012079', '0090016900_28022023012079']
Stack 23 with items: ['0090016900_28022023012079', '0090016900_28022023012079', '0090016900_28022023012079']
Stack 24 with items: ['0090016900_28022023012079', '0090016900_28022023012079', '0090016900_28022023012079']
Stack 25 with items: ['0090016900_28022023012079', '0090016900_28022023005476', '0090016900_28022023005476']
Heuristic packed all stacks
