dataset: A
instance: SA2
+-----------+
2D Packing Heuristic in Truck P251154907
Min2DVol: 20.39999999999999 [m2]
Stack 0 with items: ['0090017100_03072022015327', '0090017100_03072022015327', '0090017100_03072022015327']
Stack 1 with items: ['0090017100_03072022014864', '0090017100_03072022014864', '0090017100_03072022014864']
Stack 2 with items: ['0090017100_03072022014864', '0090017100_03072022014864', '0090017100_03072022014864']
Stack 3 with items: ['0090017100_03072022014864', '0090017100_03072022014864', '0090017100_03072022014864']
Stack 4 with items: ['0090017100_03072022014864', '0090017100_03072022014864', '0090017100_03072022014864']
Stack 5 with items: ['0090017100_03072022014864', '0090017100_03072022014864', '0090017100_03072022014864']
Stack 6 with items: ['0090017100_03072022014864', '0090017100_03072022014864', '0090017100_03072022014864']
Stack 7 with items: ['0090017100_03072022014864', '0090017100_03072022014864', '0090017100_03072022014864']
Stack 8 with items: ['0090017100_03072022014864', '0090017100_03072022009383', '0090017100_03072022014864']
Stack 9 with items: ['0090017100_03072022009383', '0090017100_03072022009383', '0090017100_03072022009383']
Stack 10 with items: ['0090017100_03072022009383', '0090017100_03072022009383', '0090017100_03072022009383']
Stack 11 with items: ['0090017100_03072022009383', '0090017100_03072022009383', '0090017100_03072022009383']
Stack 12 with items: ['0090017100_03072022004199', '0090017100_03072022004199', '0090017100_03072022004199']
Stack 13 with items: ['0090017100_03072022004199', '0090017100_03072022004199', '0090017100_03072022004199']
Stack 14 with items: ['0090017100_03072022004199', '0090017100_03072022004199', '0090017100_03072022004199']
Stack 15 with items: ['0090017100_03072022004199', '0090017100_03072022004199', '0090017100_03072022004199']
Stack 16 with items: ['0090017100_03072022004199', '0090017100_03072022004199', '0090017100_03072022004199']
Heuristic packed all stacks
