dataset: B
instance: CL2
+-----------+
2D Packing Heuristic in Truck P327247601
Min2DVol: 27.61805999999999 [m2]
Stack 0 with items: ['0090016100_26102022001429', '0090016100_26102022000348']
Stack 1 with items: ['0090016100_26102022002659', '0090016100_26102022002659', '0090016100_26102022002659']
Stack 2 with items: ['0090016100_26102022002659', '0090016100_26102022002659', '0090016100_26102022002659']
Stack 3 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 4 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 5 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 6 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 7 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 8 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 9 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 10 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 11 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 12 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 13 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 14 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 15 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 16 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 17 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 18 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 19 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 20 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 21 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Stack 22 with items: ['0090016100_26102022002545', '0090016100_26102022002545', '0090016100_26102022002545']
Heuristic packed all stacks
