dataset: X
instance: TR
+-----------+
2D Packing Heuristic in Truck P192425501
Min2DVol: 31.326419999999985 [m2]
Stack 0 with items: ['0090017000_08062023008770', '0090017000_08062023008770']
Stack 1 with items: ['0090017000_08062023008770', '0090017000_08062023008770']
Stack 2 with items: ['0090017000_08062023023827', '0090017000_08062023008770']
Stack 3 with items: ['0090017000_08062023017238', '0090017000_08062023017238']
Stack 4 with items: ['0090017000_08062023008770', '0090017000_08062023008770']
Stack 5 with items: ['0090017000_08062023017238', '0090017000_08062023017238']
Stack 6 with items: ['0090017000_08062023017238', '0090017000_08062023017238']
Stack 7 with items: ['0090017000_08062023040351', '0090017000_08062023040351', '0090017000_08062023040351']
Stack 8 with items: ['0090017000_08062023034524', '0090017000_08062023034524', '0090017000_08062023034524']
Stack 9 with items: ['0090017000_08062023034524', '0090017000_08062023034524', '0090017000_08062023034524']
Stack 10 with items: ['0090017000_08062023034524', '0090017000_08062023034524', '0090017000_08062023034524']
Stack 11 with items: ['0090017000_08062023034524', '0090017000_08062023034524', '0090017000_08062023034524']
Stack 12 with items: ['0090017000_08062023034524', '0090017000_08062023034524', '0090017000_08062023034524']
Stack 13 with items: ['0090017000_08062023030950', '0090017000_08062023030950', '0090017000_08062023030950']
Stack 14 with items: ['0090017000_08062023030950', '0090017000_08062023030950', '0090017000_08062023030950']
Stack 15 with items: ['0090017000_08062023030950', '0090017000_08062023026589', '0090017000_08062023026589']
Stack 16 with items: ['0090017000_08062023026589', '0090017000_08062023026589', '0090017000_08062023026589']
Stack 17 with items: ['0090017000_08062023021047', '0090017000_08062023021047', '0090017000_08062023021047']
Stack 18 with items: ['0090017000_08062023021047', '0090017000_08062023021047', '0090017000_08062023021047']
Stack 19 with items: ['0090017000_08062023021047', '0090017000_08062023021047', '0090017000_08062023021047']
Stack 20 with items: ['0090017000_08062023021047', '0090017000_08062023021047', '0090017000_08062023021047']
Stack 21 with items: ['0090017000_08062023021047', '0090017000_08062023021047', '0090017000_08062023021047']
Stack 22 with items: ['0090017000_08062023010727', '0090017000_08062023010727', '0090017000_08062023010727']
Stack 23 with items: ['0090017000_08062023010727', '0090017000_08062023010727', '0090017000_08062023010727']
Stack 24 with items: ['0090017000_08062023039104', '0090017000_08062023039104', '0090017000_08062023039104']
Stack 25 with items: ['0090017000_08062023011234', '0090017000_08062023011234', '0090017000_08062023011234']
Heuristic packed all stacks
