dataset: X
instance: CI2
+-----------+
2D Packing Heuristic in Truck P199401815
Min2DVol: 26.39999999999999 [m2]
Stack 0 with items: ['0090016800_08062023041720', '0090016800_08062023038120', '0090016800_08062023041720']
Stack 1 with items: ['0090016800_08062023038120', '0090016800_08062023033412', '0090016800_08062023033412']
Stack 2 with items: ['0090016800_08062023033412', '0090016800_08062023033412', '0090016800_08062023033412']
Stack 3 with items: ['0090016800_08062023033412', '0090016800_08062023032181', '0090016800_08062023033412']
Stack 4 with items: ['0090016800_08062023032181', '0090016800_08062023029570', '0090016800_08062023029570']
Stack 5 with items: ['0090016800_08062023029570', '0090016800_08062023029570', '0090016800_08062023029570']
Stack 6 with items: ['0090016800_08062023029570', '0090016800_08062023029570', '0090016800_08062023029570']
Stack 7 with items: ['0090016800_08062023029570', '0090016800_08062023029570', '0090016800_08062023029570']
Stack 8 with items: ['0090016800_08062023029570', '0090016800_08062023022854', '0090016800_08062023012352']
Stack 9 with items: ['0090016800_08062023012352', '0090016800_08062023012352', '0090016800_08062023012352']
Stack 10 with items: ['0090016800_08062023012352', '0090016800_08062023012352', '0090016800_08062023012352']
Stack 11 with items: ['0090016800_08062023012352', '0090016800_08062023012352', '0090016800_08062023012352']
Stack 12 with items: ['0090016800_08062023012352', '0090016800_08062023012352', '0090016800_08062023012352']
Stack 13 with items: ['0090016800_08062023012352', '0090016800_08062023009601', '0090016800_08062023012352']
Stack 14 with items: ['0090016800_08062023009601', '0090016800_08062023002246', '0090016800_08062023009601']
Stack 15 with items: ['0090016800_08062023002246', '0090016800_08062023002246', '0090016800_08062023002246']
Stack 16 with items: ['0090016800_08062023002246', '0090016800_08062023002246', '0090016800_08062023002246']
Stack 17 with items: ['0090016800_08062023002246', '0090016800_08062023002192', '0090016800_08062023002246']
Stack 18 with items: ['0090016800_08062023002192', '0090016800_08062023002192', '0090016800_08062023002192']
Stack 19 with items: ['0090016800_08062023002192', '0090016800_08062023002192', '0090016800_08062023002192']
Stack 20 with items: ['0090016800_08062023002192', '0090016800_08062023002192', '0090016800_08062023002192']
Stack 21 with items: ['0090016800_08062023002192']
Heuristic packed all stacks
