dataset: C
instance: AS2
+-----------+
2D Packing Heuristic in Truck P062730103
Min2DVol: 18.959999999999997 [m2]
Stack 0 with items: ['0090018000_28022023003388', '0090018000_28022023003388', '0090018000_28022023003388', '0090018000_28022023003388']
Stack 1 with items: ['0090018000_28022023003388', '0090018000_28022023001497', '0090018000_28022023001497', '0090018000_28022023001497']
Stack 2 with items: ['0090018000_28022023001497', '0090018000_28022023001497', '0090018000_28022023001497', '0090018000_28022023001497']
Stack 3 with items: ['0090018000_28022023001497', '0090018000_28022023001334', '0090018000_28022023001497', '0090018000_28022023001497']
Stack 4 with items: ['0090018000_28022023001334', '0090018000_28022023001334', '0090018000_28022023001334', '0090018000_28022023001334']
Stack 5 with items: ['0090018000_28022023001334', '0090018000_28022023001334', '0090018000_28022023001334', '0090018000_28022023001334']
Stack 6 with items: ['0090018000_28022023001334', '0090018000_28022023000925', '0090018000_28022023001334', '0090018000_28022023001334']
Stack 7 with items: ['0090018000_28022023000925', '0090018000_28022023000925', '0090018000_28022023000925', '0090018000_28022023000925']
Stack 8 with items: ['0090018000_28022023010659', '0090018000_28022023008654', '0090018000_28022023010659', '0090018000_28022023010659']
Stack 9 with items: ['0090018000_28022023010659', '0090018000_28022023010659', '0090018000_28022023010659', '0090018000_28022023010659']
Stack 10 with items: ['0090018000_28022023008654', '0090018000_28022023008654', '0090018000_28022023008654', '0090018000_28022023008654']
Heuristic packed all stacks
