dataset: C
instance: BY2
+-----------+
2D Packing Heuristic in Truck P069259901
Min2DVol: 20.16 [m2]
Stack 0 with items: ['0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714']
Stack 1 with items: ['0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714']
Stack 2 with items: ['0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714']
Stack 3 with items: ['0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714']
Stack 4 with items: ['0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714']
Stack 5 with items: ['0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714']
Stack 6 with items: ['0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714']
Stack 7 with items: ['0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714']
Stack 8 with items: ['0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714']
Stack 9 with items: ['0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714']
Stack 10 with items: ['0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714']
Stack 11 with items: ['0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714']
Stack 12 with items: ['0090016900_28022023034714', '0090016900_28022023002927', '0090016900_28022023002927', '0090016900_28022023002927']
Stack 13 with items: ['0090016900_28022023000904', '0090016900_28022023000904', '0090016900_28022023000904', '0090016900_28022023000904']
Stacks not packed:
Stack 9 missing: ['0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714']
Stack 10 missing: ['0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714']
Stack 11 missing: ['0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714', '0090016900_28022023034714']
