dataset: C
instance: TR
+-----------+
2D Packing Heuristic in Truck P063422515
Min2DVol: 26.160000000000007 [m2]
Stack 0 with items: ['0090017000_27022023035093', '0090017000_27022023027769', '0090017000_27022023002513']
Stack 1 with items: ['0090017000_27022023026448', '0090017000_27022023026448', '0090017000_27022023026448']
Stack 2 with items: ['0090017000_27022023026448', '0090017000_27022023026448', '0090017000_27022023026448']
Stack 3 with items: ['0090017000_27022023026448', '0090017000_27022023018874', '0090017000_27022023003267']
Stack 4 with items: ['0090017000_27022023003267', '0090017000_27022023003267', '0090017000_27022023003267']
Stack 5 with items: ['0090017000_27022023003267', '0090017000_27022023003267', '0090017000_27022023003267']
Stack 6 with items: ['0090017000_27022023003267', '0090017000_27022023003267', '0090017000_27022023003267']
Stack 7 with items: ['0090017000_27022023003267', '0090017000_27022023003267', '0090017000_27022023003267']
Stack 8 with items: ['0090017000_27022023002513', '0090017000_27022023002513', '0090017000_27022023002513']
Stack 9 with items: ['0090017000_27022023002513', '0090017000_27022023002513', '0090017000_27022023002513']
Stack 10 with items: ['0090017000_27022023002513', '0090017000_27022023002513', '0090017000_27022023002513']
Stack 11 with items: ['0090017000_27022023002513', '0090017000_27022023002513', '0090017000_27022023002513']
Stack 12 with items: ['0090017000_27022023002513', '0090017000_27022023002513', '0090017000_27022023002513']
Stack 13 with items: ['0090017000_27022023020992', '0090017000_27022023009059', '0090017000_27022023020992']
Heuristic packed all stacks
