dataset: X
instance: TR2
+-----------+
2D Packing Heuristic in Truck P214421707
Min2DVol: 33.48 [m2]
Stack 0 with items: ['0090017000_08062023024002', '0090017000_08062023024002']
Stack 1 with items: ['0090017000_08062023024002', '0090017000_08062023018816']
Stack 2 with items: ['0090017000_08062023016583', '0090017000_08062023016583']
Stack 3 with items: ['0090017000_08062023016583', '0090017000_08062023016583']
Stack 4 with items: ['0090017000_08062023016583', '0090017000_08062023016583']
Stack 5 with items: ['0090017000_08062023014842', '0090017000_08062023014842']
Stack 6 with items: ['0090017000_08062023014842', '0090017000_08062023014842']
Stack 7 with items: ['0090017000_08062023014842', '0090017000_08062023014842']
Stack 8 with items: ['0090017000_08062023014842', '0090017000_08062023014842']
Stack 9 with items: ['0090017000_08062023014842', '0090017000_08062023014842']
Stack 10 with items: ['0090017000_08062023014842', '0090017000_08062023014842']
Stack 11 with items: ['0090017000_08062023011152', '0090017000_08062023011152']
Stack 12 with items: ['0090017000_08062023011152', '0090017000_08062023011152']
Stack 13 with items: ['0090017000_08062023002807', '0090017000_08062023002807']
Stack 14 with items: ['0090017000_08062023002807', '0090017000_08062023002807']
Stack 15 with items: ['0090017000_08062023002807', '0090017000_08062023002807']
Stack 16 with items: ['0090017000_08062023002807', '0090017000_08062023002807']
Stack 17 with items: ['0090017000_08062023002807', '0090017000_08062023002807']
Stacks not packed:
Stack 11 missing: ['0090017000_08062023011152', '0090017000_08062023011152']
Stack 12 missing: ['0090017000_08062023011152', '0090017000_08062023011152']
