dataset: C
instance: PA
+-----------+
2D Packing Heuristic in Truck P090501501
Min2DVol: 28.80000000000001 [m2]
Stack 0 with items: ['0091017200_27022023050050', '0091017200_27022023050050', '0091017200_27022023050050']
Stack 1 with items: ['0091017200_27022023050050', '0091017200_27022023050050', '0091017200_27022023050050']
Stack 2 with items: ['0091017200_27022023050050', '0091017200_27022023050050', '0091017200_27022023050050']
Stack 3 with items: ['0091017200_27022023050050', '0091017200_27022023050050', '0091017200_27022023050050']
Stack 4 with items: ['0091017200_27022023050050', '0091017200_27022023033485', '0091017200_27022023033485']
Stack 5 with items: ['0091017200_27022023033485', '0091017200_27022023019102', '0091017200_27022023019102']
Stack 6 with items: ['0091017200_27022023019102', '0091017200_27022023019102', '0091017200_27022023019102']
Stack 7 with items: ['0091017200_27022023019102', '0091017200_27022023019102', '0091017200_27022023019102']
Stack 8 with items: ['0091017200_27022023019102', '0091017200_27022023019102', '0091017200_27022023019102']
Stack 9 with items: ['0091017200_27022023019102', '0091017200_27022023019102', '0091017200_27022023019102']
Stack 10 with items: ['0091017200_27022023019102', '0091017200_27022023019102', '0091017200_27022023019102']
Stack 11 with items: ['0091017200_27022023013238', '0091017200_27022023013238', '0091017200_27022023013238']
Stack 12 with items: ['0091017200_27022023013238', '0091017200_27022023013238', '0091017200_27022023013238']
Stack 13 with items: ['0091017200_27022023013238', '0091017200_27022023013238', '0091017200_27022023013238']
Stack 14 with items: ['0091017200_27022023012072', '0091017200_27022023012072', '0091017200_27022023012072']
Heuristic packed all stacks
