dataset: C
instance: CI
+-----------+
2D Packing Heuristic in Truck P098400903
Min2DVol: 30.669743000000008 [m2]
Stack 0 with items: ['0090016800_27022023002763', '0090016800_27022023027015']
Stack 1 with items: ['0090016800_27022023027015', '0090016800_27022023027015']
Stack 2 with items: ['0090016800_27022023027454', '0090016800_27022023027454']
Stack 3 with items: ['0090016800_27022023027454', '0090016800_27022023027454']
Stack 4 with items: ['0090016800_27022023027454', '0090016800_27022023027454']
Stack 5 with items: ['0090016800_27022023027454', '0090016800_27022023027454']
Stack 6 with items: ['0090016800_27022023027454', '0090016800_27022023027454']
Stack 7 with items: ['0090016800_27022023027454', '0090016800_27022023027454']
Stack 8 with items: ['0090016800_27022023017856', '0090016800_27022023016373']
Stack 9 with items: ['0090016800_27022023016373', '0090016800_27022023016373']
Stack 10 with items: ['0090016800_27022023016373', '0090016800_27022023016373']
Stack 11 with items: ['0090016800_27022023016373', '0090016800_27022023016373']
Stack 12 with items: ['0090016800_27022023010843', '0090016800_27022023010843']
Stack 13 with items: ['0090016800_27022023010843', '0090016800_27022023010843']
Stack 14 with items: ['0090016800_27022023010843', '0090016800_27022023010843']
Stack 15 with items: ['0090016800_27022023010843', '0090016800_27022023010843']
Stack 16 with items: ['0090016800_27022023010843', '0090016800_27022023010843']
Stack 17 with items: ['0090016800_27022023010843', '0090016800_27022023010843']
Stack 18 with items: ['0090016800_27022023010843', '0090016800_27022023010843']
Stack 19 with items: ['0090016800_27022023017857']
Stacks not packed:
Stack 1 missing: ['0090016800_27022023027015', '0090016800_27022023027015']
