dataset: B
instance: FL
+-----------+
2D Packing Heuristic in Truck P321171005
Min2DVol: 27.360000000000003 [m2]
Stack 0 with items: ['0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479']
Stack 1 with items: ['0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479']
Stack 2 with items: ['0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479']
Stack 3 with items: ['0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479']
Stack 4 with items: ['0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479']
Stack 5 with items: ['0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479']
Stack 6 with items: ['0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479', '0090015100_26102022009479']
Stack 7 with items: ['0090015100_26102022009479', '0090015100_26102022008194', '0090015100_26102022008194', '0090015100_26102022008194', '0090015100_26102022008194']
Stack 8 with items: ['0090015100_26102022008194', '0090015100_26102022008194', '0090015100_26102022008194', '0090015100_26102022008194', '0090015100_26102022008194']
Stack 9 with items: ['0090015100_26102022008194', '0090015100_26102022008194', '0090015100_26102022008194', '0090015100_26102022008194', '0090015100_26102022008194']
Stack 10 with items: ['0090015100_26102022008194', '0090015100_26102022008194', '0090015100_26102022008194', '0090015100_26102022008194', '0090015100_26102022008194']
Stack 11 with items: ['0090015100_26102022008194', '0090015100_26102022008194', '0090015100_26102022008194', '0090015100_26102022008194', '0090015100_26102022008194']
Heuristic packed all stacks
