dataset: X
instance: SA3
+-----------+
2D Packing Heuristic in Truck P192056403
Min2DVol: 31.32403199999999 [m2]
Stack 0 with items: ['0090017100_08062023002524', '0090017100_08062023002524']
Stack 1 with items: ['0090017100_08062023004598', '0090017100_08062023027284']
Stack 2 with items: ['0090017100_08062023005140', '0090017100_08062023005140']
Stack 3 with items: ['0090017100_08062023026416', '0090017100_08062023018121', '0090017100_08062023026416']
Stack 4 with items: ['0090017100_08062023026416', '0090017100_08062023026416', '0090017100_08062023026416']
Stack 5 with items: ['0090017100_08062023020273', '0090017100_08062023018121', '0090017100_08062023026416']
Stack 6 with items: ['0090017100_08062023004927', '0090017100_08062023004927', '0090017100_08062023004927']
Stack 7 with items: ['0090017100_08062023028165', '0090017100_08062023028165', '0090017100_08062023028165']
Stack 8 with items: ['0090017100_08062023028165', '0090017100_08062023028165', '0090017100_08062023028165']
Stack 9 with items: ['0090017100_08062023025946', '0090017100_08062023025946', '0090017100_08062023025946']
Stack 10 with items: ['0090017100_08062023025946', '0090017100_08062023025946', '0090017100_08062023025946']
Stack 11 with items: ['0090017100_08062023017844', '0090017100_08062023017844', '0090017100_08062023017844']
Stack 12 with items: ['0090017100_08062023017844', '0090017100_08062023017844', '0090017100_08062023017844']
Stack 13 with items: ['0090017100_08062023017844', '0090017100_08062023016459', '0090017100_08062023011318']
Stack 14 with items: ['0090017100_08062023010860', '0090017100_08062023010860', '0090017100_08062023010860']
Stack 15 with items: ['0090017100_08062023010860', '0090017100_08062023010860', '0090017100_08062023010860']
Stack 16 with items: ['0090017100_08062023010860', '0090017100_08062023004956', '0090017100_08062023010860']
Stack 17 with items: ['0090017100_08062023004956', '0090017100_08062023004956', '0090017100_08062023004956']
Stack 18 with items: ['0090017100_08062023004956', '0090017100_08062023004956', '0090017100_08062023004956']
Stack 19 with items: ['0090017100_08062023004956', '0090017100_08062023004956', '0090017100_08062023004956']
Stack 20 with items: ['0090017100_08062023004956', '0090017100_08062023004956', '0090017100_08062023004956']
Stack 21 with items: ['0090017100_08062023004956', '0090017100_08062023004956', '0090017100_08062023004956']
Stack 22 with items: ['0090017100_08062023004956', '0090017100_08062023004956', '0090017100_08062023004956']
Stack 23 with items: ['0090017100_08062023004956', '0090017100_08062023004956', '0090017100_08062023004956']
Stack 24 with items: ['0090017100_08062023004956', '0090017100_08062023004956', '0090017100_08062023004956']
Stack 25 with items: ['0090017100_08062023004956', '0090017100_08062023004956', '0090017100_08062023004956']
Heuristic packed all stacks
