dataset: C
instance: AS3
+-----------+
2D Packing Heuristic in Truck P100730401
Min2DVol: 34.79999999999999 [m2]
Stack 0 with items: ['0090018000_28022023002350', '0090018000_28022023012466', '0090018000_28022023012766']
Stack 1 with items: ['0090018000_28022023014730', '0090018000_28022023003008']
Stack 2 with items: ['0090018000_28022023014359', '0090018000_28022023014359', '0090018000_28022023014359']
Stack 3 with items: ['0090018000_28022023014359', '0090018000_28022023014359', '0090018000_28022023014359']
Stack 4 with items: ['0090018000_28022023014359', '0090018000_28022023013300', '0090018000_28022023013300']
Stack 5 with items: ['0090018000_28022023013300', '0090018000_28022023013300', '0090018000_28022023013300']
Stack 6 with items: ['0090018000_28022023013300', '0090018000_28022023013110', '0090018000_28022023013110']
Stack 7 with items: ['0090018000_28022023013110', '0090018000_28022023013110', '0090018000_28022023013110']
Stack 8 with items: ['0090018000_28022023013110', '0090018000_28022023013110', '0090018000_28022023013110']
Stack 9 with items: ['0090018000_28022023013110', '0090018000_28022023013110', '0090018000_28022023013110']
Stack 10 with items: ['0090018000_28022023012370', '0090018000_28022023012370', '0090018000_28022023012370']
Stack 11 with items: ['0090018000_28022023012370', '0090018000_28022023012370', '0090018000_28022023012370']
Stack 12 with items: ['0090018000_28022023012370', '0090018000_28022023012370', '0090018000_28022023012370']
Stack 13 with items: ['0090018000_28022023012361', '0090018000_28022023012361', '0090018000_28022023012361']
Stack 14 with items: ['0090018000_28022023012361', '0090018000_28022023010640', '0090018000_28022023012361']
Stack 15 with items: ['0090018000_28022023010640', '0090018000_28022023010640', '0090018000_28022023010640']
Stack 16 with items: ['0090018000_28022023010286', '0090018000_28022023010286', '0090018000_28022023010286']
Stack 17 with items: ['0090018000_28022023010286', '0090018000_28022023010286', '0090018000_28022023010286']
Stack 18 with items: ['0090018000_28022023010286', '0090018000_28022023010286', '0090018000_28022023010286']
Stack 19 with items: ['0090018000_28022023010286', '0090018000_28022023010286', '0090018000_28022023010286']
Stack 20 with items: ['0090018000_28022023010286', '0090018000_28022023008184', '0090018000_28022023008184']
Stack 21 with items: ['0090018000_28022023008184', '0090018000_28022023008184', '0090018000_28022023008184']
Stack 22 with items: ['0090018000_28022023008184', '0090018000_28022023008184', '0090018000_28022023008184']
Stack 23 with items: ['0090018000_28022023008184', '0090018000_28022023006119', '0090018000_28022023008184']
Stack 24 with items: ['0090018000_28022023006119', '0090018000_28022023006119', '0090018000_28022023006119']
Stack 25 with items: ['0090018000_28022023006119', '0090018000_28022023006119', '0090018000_28022023006119']
Stack 26 with items: ['0090018000_28022023004146', '0090018000_28022023004146', '0090018000_28022023004146']
Stack 27 with items: ['0090018000_28022023004146', '0090018000_28022023004146']
Stack 28 with items: ['0090018000_28022023011802', '0090018000_28022023011802', '0090018000_28022023011802']
Heuristic packed all stacks
