dataset: C
instance: VA3
+-----------+
2D Packing Heuristic in Truck P086501101
Min2DVol: 31.679999999999993 [m2]
Stack 0 with items: ['0091017300_28022023021728', '0091017300_28022023019150', '0091017300_28022023019619', '0091017300_28022023019619', '0091017300_28022023019150']
Stack 1 with items: ['0091017300_28022023019150', '0091017300_28022023019150', '0091017300_28022023019150', '0091017300_28022023019150', '0091017300_28022023019150']
Stack 2 with items: ['0091017300_28022023019150', '0091017300_28022023019150', '0091017300_28022023019150', '0091017300_28022023019150', '0091017300_28022023019150']
Stack 3 with items: ['0091017300_28022023019150', '0091017300_28022023015225', '0091017300_28022023018913', '0091017300_28022023015225', '0091017300_28022023019150']
Stack 4 with items: ['0091017300_28022023015225', '0091017300_28022023015225', '0091017300_28022023015225', '0091017300_28022023015225', '0091017300_28022023015225']
Stack 5 with items: ['0091017300_28022023015225', '0091017300_28022023015225', '0091017300_28022023015225', '0091017300_28022023015225', '0091017300_28022023015225']
Stack 6 with items: ['0091017300_28022023015225', '0091017300_28022023015225', '0091017300_28022023015225', '0091017300_28022023015225', '0091017300_28022023015225']
Stack 7 with items: ['0091017300_28022023015225', '0091017300_28022023015225', '0091017300_28022023015225', '0091017300_28022023015225', '0091017300_28022023015225']
Stack 8 with items: ['0091017300_28022023015225', '0091017300_28022023014757', '0091017300_28022023015225', '0091017300_28022023015225', '0091017300_28022023015225']
Stack 9 with items: ['0091017300_28022023012743', '0091017300_28022023012743', '0091017300_28022023012743', '0091017300_28022023012743', '0091017300_28022023012743']
Stack 10 with items: ['0091017300_28022023012743', '0091017300_28022023007923', '0091017300_28022023007923', '0091017300_28022023007923', '0091017300_28022023007923']
Heuristic packed all stacks
