dataset: X
instance: BY7
+-----------+
2D Packing Heuristic in Truck P188066201
Min2DVol: 29.03200000000001 [m2]
Stack 0 with items: ['0090016900_14062023036508', '0090016900_14062023036508', '0090016900_14062023036508', '0090016900_14062023036508']
Stack 1 with items: ['0090016900_14062023036508', '0090016900_14062023036508', '0090016900_14062023036508', '0090016900_14062023036508']
Stack 2 with items: ['0090016900_14062023036508', '0090016900_14062023036508', '0090016900_14062023036508', '0090016900_14062023036508']
Stack 3 with items: ['0090016900_14062023032474', '0090016900_14062023031206', '0090016900_14062023032255', '0090016900_14062023031206']
Stack 4 with items: ['0090016900_14062023031206', '0090016900_14062023030533', '0090016900_14062023030850', '0090016900_14062023030533']
Stack 5 with items: ['0090016900_14062023030430', '0090016900_14062023029964', '0090016900_14062023025014', '0090016900_14062023030430']
Stack 6 with items: ['0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014']
Stack 7 with items: ['0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014']
Stack 8 with items: ['0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014']
Stack 9 with items: ['0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014']
Stack 10 with items: ['0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014']
Stack 11 with items: ['0090016900_14062023025014', '0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023025014']
Stack 12 with items: ['0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717']
Stack 13 with items: ['0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717']
Stack 14 with items: ['0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717']
Stack 15 with items: ['0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717']
Stack 16 with items: ['0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717']
Stack 17 with items: ['0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717']
Stack 18 with items: ['0090016900_14062023015717', '0090016900_14062023011838', '0090016900_14062023013910', '0090016900_14062023011838']
Stacks not packed:
Stack 7 missing: ['0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014']
Stack 8 missing: ['0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014']
Stack 9 missing: ['0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014']
Stack 10 missing: ['0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014', '0090016900_14062023025014']
Stack 11 missing: ['0090016900_14062023025014', '0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023025014']
Stack 12 missing: ['0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717']
Stack 13 missing: ['0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717']
Stack 14 missing: ['0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717']
Stack 15 missing: ['0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717']
Stack 16 missing: ['0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717']
Stack 17 missing: ['0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717', '0090016900_14062023015717']
Stack 18 missing: ['0090016900_14062023015717', '0090016900_14062023011838', '0090016900_14062023013910', '0090016900_14062023011838']
