dataset: C
instance: RM
+-----------+
2D Packing Heuristic in Truck P096393301
Min2DVol: 26.676000000000002 [m2]
Stack 0 with items: ['0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505']
Stack 1 with items: ['0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505']
Stack 2 with items: ['0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505']
Stack 3 with items: ['0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505']
Stack 4 with items: ['0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505']
Stack 5 with items: ['0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505']
Stack 6 with items: ['0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505']
Stack 7 with items: ['0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505']
Stack 8 with items: ['0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505']
Stack 9 with items: ['0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505']
Stacks not packed:
Stack 9 missing: ['0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505', '0090038200_27022023023505']
