dataset: C
instance: BY3
+-----------+
2D Packing Heuristic in Truck P082067503
Min2DVol: 31.308359999999986 [m2]
Stack 0 with items: ['0090016900_28022023018171', '0090016900_28022023018171']
Stack 1 with items: ['0090016900_28022023018171', '0090016900_28022023018171']
Stack 2 with items: ['0090016900_28022023023559', '0090016900_28022023023559']
Stack 3 with items: ['0090016900_28022023004085', '0090016900_28022023004085']
Stack 4 with items: ['0090016900_28022023023559', '0090016900_28022023004085']
Stack 5 with items: ['0090016900_28022023004085', '0090016900_28022023004085']
Stack 6 with items: ['0090016900_28022023027906', '0090016900_28022023027906', '0090016900_28022023027906']
Stack 7 with items: ['0090016900_28022023025636', '0090016900_28022023025636', '0090016900_28022023025636']
Stack 8 with items: ['0090016900_28022023025636', '0090016900_28022023025636', '0090016900_28022023025636']
Stack 9 with items: ['0090016900_28022023025636', '0090016900_28022023025636', '0090016900_28022023025636']
Stack 10 with items: ['0090016900_28022023025636', '0090016900_28022023025636', '0090016900_28022023025636']
Stack 11 with items: ['0090016900_28022023025636', '0090016900_28022023025636', '0090016900_28022023025636']
Stack 12 with items: ['0090016900_28022023025636', '0090016900_28022023025636', '0090016900_28022023025636']
Stack 13 with items: ['0090016900_28022023025636', '0090016900_28022023025636', '0090016900_28022023025636']
Stack 14 with items: ['0090016900_28022023025636', '0090016900_28022023025636', '0090016900_28022023025636']
Stack 15 with items: ['0090016900_28022023025636', '0090016900_28022023024392', '0090016900_28022023024392']
Stack 16 with items: ['0090016900_28022023022967', '0090016900_28022023021275', '0090016900_28022023022967']
Stack 17 with items: ['0090016900_28022023021275', '0090016900_28022023007916', '0090016900_28022023021275']
Stack 18 with items: ['0090016900_28022023007916', '0090016900_28022023007916', '0090016900_28022023007916']
Stack 19 with items: ['0090016900_28022023007916', '0090016900_28022023007916', '0090016900_28022023007916']
Stack 20 with items: ['0090016900_28022023007916', '0090016900_28022023007916', '0090016900_28022023007916']
Stack 21 with items: ['0090016900_28022023007916', '0090016900_28022023007916', '0090016900_28022023007916']
Stack 22 with items: ['0090016900_28022023007916', '0090016900_28022023007916', '0090016900_28022023007916']
Stack 23 with items: ['0090016900_28022023007916', '0090016900_28022023007916', '0090016900_28022023007916']
Stack 24 with items: ['0090016900_28022023007916', '0090016900_28022023007916', '0090016900_28022023007916']
Stack 25 with items: ['0090016900_28022023007916', '0090016900_28022023007916', '0090016900_28022023007916']
Heuristic packed all stacks
