dataset: C
instance: TA
+-----------+
2D Packing Heuristic in Truck P088385323
Min2DVol: 24.000000000000007 [m2]
Stack 0 with items: ['0090038300_27022023001756', '0090038300_27022023001756', '0090038300_27022023001756']
Stack 1 with items: ['0090038300_27022023001756', '0090038300_27022023001756', '0090038300_27022023001756']
Stack 2 with items: ['0090038300_27022023001756', '0090038300_27022023001756', '0090038300_27022023001756']
Stack 3 with items: ['0090038300_27022023001756', '0090038300_27022023001756', '0090038300_27022023001756']
Stack 4 with items: ['0090038300_27022023028786', '0090038300_27022023028786', '0090038300_27022023028786']
Stack 5 with items: ['0090038300_27022023028786', '0090038300_27022023028786', '0090038300_27022023028786']
Stack 6 with items: ['0090038300_27022023028786', '0090038300_27022023028786', '0090038300_27022023028786']
Stack 7 with items: ['0090038300_27022023028786', '0090038300_27022023026400', '0090038300_27022023028786']
Stack 8 with items: ['0090038300_27022023026400', '0090038300_27022023025737', '0090038300_27022023025737']
Stack 9 with items: ['0090038300_27022023025737', '0090038300_27022023025737', '0090038300_27022023025737']
Stack 10 with items: ['0090038300_27022023025737', '0090038300_27022023025737', '0090038300_27022023025737']
Stack 11 with items: ['0090038300_27022023013955', '0090038300_27022023003589', '0090038300_27022023013955']
Stack 12 with items: ['0090038300_27022023003589', '0090038300_27022023003589', '0090038300_27022023003589']
Stack 13 with items: ['0090038300_27022023003589', '0090038300_27022023003589', '0090038300_27022023003589']
Heuristic packed all stacks
