dataset: B
instance: MA2
+-----------+
2D Packing Heuristic in Truck P348137303
Min2DVol: 22.8 [m2]
Stack 0 with items: ['0090016200_26102022018193', '0090016200_26102022018193', '0090016200_26102022018193', '0090016200_26102022018193']
Stack 1 with items: ['0090016200_26102022018193', '0090016200_26102022018193', '0090016200_26102022018193', '0090016200_26102022018193']
Stack 2 with items: ['0090016200_26102022018193', '0090016200_26102022018193', '0090016200_26102022018193', '0090016200_26102022018193']
Stack 3 with items: ['0090016200_26102022018193', '0090016200_26102022018193', '0090016200_26102022018193', '0090016200_26102022018193']
Stack 4 with items: ['0090016200_26102022018193', '0090016200_26102022018193', '0090016200_26102022018193', '0090016200_26102022018193']
Stack 5 with items: ['0090016200_26102022018193', '0090016200_26102022018193', '0090016200_26102022018193', '0090016200_26102022018193']
Stack 6 with items: ['0090016200_26102022018193', '0090016200_26102022018193', '0090016200_26102022018193', '0090016200_26102022018193']
Stack 7 with items: ['0090016200_26102022002647', '0090016200_26102022002647', '0090016200_26102022002647', '0090016200_26102022002647']
Stack 8 with items: ['0090016200_26102022002647', '0090016200_26102022002647', '0090016200_26102022002647', '0090016200_26102022002647']
Stack 9 with items: ['0090016200_26102022002647', '0090016200_26102022002647', '0090016200_26102022002647', '0090016200_26102022002647']
Heuristic packed all stacks
