dataset: X
instance: BY
+-----------+
2D Packing Heuristic in Truck P193167103
Min2DVol: 19.890000000000004 [m2]
Stack 0 with items: ['0090016900_08062023026275', '0090016900_08062023026275', '0090016900_08062023026275', '0090016900_08062023026275']
Stack 1 with items: ['0090016900_08062023026275', '0090016900_08062023026275', '0090016900_08062023026275', '0090016900_08062023026275']
Stack 2 with items: ['0090016900_08062023026275', '0090016900_08062023026275', '0090016900_08062023026275', '0090016900_08062023026275']
Stack 3 with items: ['0090016900_08062023026275', '0090016900_08062023026275', '0090016900_08062023026275', '0090016900_08062023026275']
Stack 4 with items: ['0090016900_08062023026275', '0090016900_08062023026275', '0090016900_08062023026275', '0090016900_08062023026275']
Stack 5 with items: ['0090016900_08062023019887', '0090016900_08062023019887', '0090016900_08062023026275', '0090016900_08062023026275']
Stack 6 with items: ['0090016900_08062023019887', '0090016900_08062023019887', '0090016900_08062023019887', '0090016900_08062023019887']
Stack 7 with items: ['0090016900_08062023019887', '0090016900_08062023019887', '0090016900_08062023019887', '0090016900_08062023019887']
Stack 8 with items: ['0090016900_08062023019887', '0090016900_08062023019887', '0090016900_08062023019887', '0090016900_08062023019887']
Stack 9 with items: ['0090016900_08062023019887', '0090016900_08062023019887', '0090016900_08062023019887', '0090016900_08062023019887']
Heuristic packed all stacks
