dataset: X
instance: DO5
+-----------+
2D Packing Heuristic in Truck P194041701
Min2DVol: 22.799999999999994 [m2]
Stack 0 with items: ['0090019100_14062023004991', '0090019100_14062023004991', '0090019100_14062023004991']
Stack 1 with items: ['0090019100_14062023004991', '0090019100_14062023004991', '0090019100_14062023004991']
Stack 2 with items: ['0090019100_14062023004991', '0090019100_14062023004991', '0090019100_14062023004991']
Stack 3 with items: ['0090019100_14062023004991', '0090019100_14062023004991', '0090019100_14062023004991']
Stack 4 with items: ['0090019100_14062023004991', '0090019100_14062023004991', '0090019100_14062023004991']
Stack 5 with items: ['0090019100_14062023004991', '0090019100_14062023004991', '0090019100_14062023004991']
Stack 6 with items: ['0090019100_14062023004991', '0090019100_14062023004991', '0090019100_14062023004991']
Stack 7 with items: ['0090019100_14062023004991', '0090019100_14062023004991', '0090019100_14062023004991']
Stack 8 with items: ['0090019100_14062023004991', '0090019100_14062023004991', '0090019100_14062023004991']
Stack 9 with items: ['0090019100_14062023004991', '0090019100_14062023004991', '0090019100_14062023004991']
Stack 10 with items: ['0090019100_14062023004991', '0090019100_14062023004991', '0090019100_14062023004991']
Stack 11 with items: ['0090019100_14062023004991', '0090019100_14062023004040', '0090019100_14062023004040']
Stack 12 with items: ['0090019100_14062023002431', '0090019100_14062023002431', '0090019100_14062023002431']
Stack 13 with items: ['0090019100_14062023002431', '0090019100_14062023002431', '0090019100_14062023002431']
Stack 14 with items: ['0090019100_14062023002431', '0090019100_14062023002431', '0090019100_14062023002431']
Stack 15 with items: ['0090019100_14062023002431', '0090019100_14062023002431', '0090019100_14062023002431']
Stack 16 with items: ['0090019100_14062023002431', '0090019100_14062023002431', '0090019100_14062023002431']
Stack 17 with items: ['0090019100_14062023002431', '0090019100_14062023002431', '0090019100_14062023002431']
Stack 18 with items: ['0090019100_14062023002431', '0090019100_14062023002431']
Heuristic packed all stacks
