dataset: X
instance: SA5
+-----------+
2D Packing Heuristic in Truck P188050309
Min2DVol: 31.194780000000016 [m2]
Stack 0 with items: ['0090017100_14062023010109', '0090017100_14062023010109', '0090017100_14062023010109']
Stack 1 with items: ['0090017100_14062023010109', '0090017100_14062023010109', '0090017100_14062023010109']
Stack 2 with items: ['0090017100_14062023010109', '0090017100_14062023010109', '0090017100_14062023010109']
Stack 3 with items: ['0090017100_14062023010109', '0090017100_14062023010109', '0090017100_14062023010109']
Stack 4 with items: ['0090017100_14062023025360', '0090017100_14062023025360', '0090017100_14062023025360']
Stack 5 with items: ['0090017100_14062023025360', '0090017100_14062023025360', '0090017100_14062023025360']
Stack 6 with items: ['0090017100_14062023010109', '0090017100_14062023010109', '0090017100_14062023010109']
Stack 7 with items: ['0090017100_14062023010109', '0090017100_14062023010109', '0090017100_14062023010109']
Stack 8 with items: ['0090017100_14062023029244', '0090017100_14062023029244']
Stack 9 with items: ['0090017100_14062023029244', '0090017100_14062023029244']
Stack 10 with items: ['0090017100_14062023029244', '0090017100_14062023029244']
Stack 11 with items: ['0090017100_14062023029244', '0090017100_14062023029244']
Stack 12 with items: ['0090017100_14062023029244', '0090017100_14062023029244']
Stack 13 with items: ['0090017100_14062023029244', '0090017100_14062023029244']
Stack 14 with items: ['0090017100_14062023010917', '0090017100_14062023010917']
Stack 15 with items: ['0090017100_14062023010917', '0090017100_14062023010917']
Stack 16 with items: ['0090017100_14062023010917', '0090017100_14062023010917']
Stack 17 with items: ['0090017100_14062023010917', '0090017100_14062023010917']
Stack 18 with items: ['0090017100_14062023010917', '0090017100_14062023010917']
Stack 19 with items: ['0090017100_14062023010917', '0090017100_14062023010917']
Stack 20 with items: ['0090017100_14062023010917', '0090017100_14062023010917']
Heuristic packed all stacks
