dataset: C
instance: PA2
+-----------+
2D Packing Heuristic in Truck P068547405
Min2DVol: 23.461199999999998 [m2]
Stack 0 with items: ['0091017200_28022023035499', '0091017200_28022023031474', '0091017200_28022023031474']
Stack 1 with items: ['0091017200_28022023031474', '0091017200_28022023024434', '0091017200_28022023023375']
Stack 2 with items: ['0091017200_28022023023375', '0091017200_28022023023375', '0091017200_28022023023375']
Stack 3 with items: ['0091017200_28022023023375', '0091017200_28022023023375', '0091017200_28022023023375']
Stack 4 with items: ['0091017200_28022023023375', '0091017200_28022023023375', '0091017200_28022023023375']
Stack 5 with items: ['0091017200_28022023023375', '0091017200_28022023023375', '0091017200_28022023023375']
Stack 6 with items: ['0091017200_28022023023375', '0091017200_28022023023375', '0091017200_28022023023375']
Stack 7 with items: ['0091017200_28022023021884', '0091017200_28022023021884', '0091017200_28022023021884']
Stack 8 with items: ['0091017200_28022023021884', '0091017200_28022023021884', '0091017200_28022023021884']
Stack 9 with items: ['0091017200_28022023021884', '0091017200_28022023014356', '0091017200_28022023021884']
Stack 10 with items: ['0091017200_28022023014356', '0091017200_28022023014356', '0091017200_28022023014356']
Stack 11 with items: ['0091017200_28022023014356', '0091017200_28022023014356', '0091017200_28022023014356']
Stack 12 with items: ['0091017200_28022023014356', '0091017200_28022023014356', '0091017200_28022023014356']
Stack 13 with items: ['0091017200_28022023014356', '0091017200_28022023013849', '0091017200_28022023014356']
Stacks not packed:
Stack 1 missing: ['0091017200_28022023031474', '0091017200_28022023024434', '0091017200_28022023023375']
Stack 3 missing: ['0091017200_28022023023375', '0091017200_28022023023375', '0091017200_28022023023375']
Stack 4 missing: ['0091017200_28022023023375', '0091017200_28022023023375', '0091017200_28022023023375']
Stack 5 missing: ['0091017200_28022023023375', '0091017200_28022023023375', '0091017200_28022023023375']
Stack 6 missing: ['0091017200_28022023023375', '0091017200_28022023023375', '0091017200_28022023023375']
Stack 10 missing: ['0091017200_28022023014356', '0091017200_28022023014356', '0091017200_28022023014356']
Stack 11 missing: ['0091017200_28022023014356', '0091017200_28022023014356', '0091017200_28022023014356']
Stack 12 missing: ['0091017200_28022023014356', '0091017200_28022023014356', '0091017200_28022023014356']
