dataset: X
instance: SA6
+-----------+
2D Packing Heuristic in Truck P199050613
Min2DVol: 31.254179999999987 [m2]
Stack 0 with items: ['0090017100_14062023026893', '0090017100_14062023025831']
Stack 1 with items: ['0090017100_14062023018223', '0090017100_14062023012559']
Stack 2 with items: ['0090017100_14062023004554', '0090017100_14062023000056']
Stack 3 with items: ['0090017100_14062023028357', '0090017100_14062023028357', '0090017100_14062023028357']
Stack 4 with items: ['0090017100_14062023027502', '0090017100_14062023027502', '0090017100_14062023027502']
Stack 5 with items: ['0090017100_14062023027502', '0090017100_14062023027502', '0090017100_14062023027502']
Stack 6 with items: ['0090017100_14062023027502', '0090017100_14062023027502', '0090017100_14062023027502']
Stack 7 with items: ['0090017100_14062023027502', '0090017100_14062023027502', '0090017100_14062023027502']
Stack 8 with items: ['0090017100_14062023027502', '0090017100_14062023027502', '0090017100_14062023027502']
Stack 9 with items: ['0090017100_14062023022710', '0090017100_14062023022710', '0090017100_14062023022710']
Stack 10 with items: ['0090017100_14062023022710', '0090017100_14062023017072', '0090017100_14062023016525']
Stack 11 with items: ['0090017100_14062023021933', '0090017100_14062023021933', '0090017100_14062023021933']
Stack 12 with items: ['0090017100_14062023021933', '0090017100_14062023017237', '0090017100_14062023017237']
Stack 13 with items: ['0090017100_14062023017237', '0090017100_14062023017237', '0090017100_14062023017237']
Stack 14 with items: ['0090017100_14062023016525', '0090017100_14062023016525', '0090017100_14062023016525']
Stack 15 with items: ['0090017100_14062023016525', '0090017100_14062023016519', '0090017100_14062023016525']
Stack 16 with items: ['0090017100_14062023016519', '0090017100_14062023009430', '0090017100_14062023016519']
Stack 17 with items: ['0090017100_14062023013074', '0090017100_14062023013074', '0090017100_14062023013074']
Stack 18 with items: ['0090017100_14062023013074', '0090017100_14062023013074', '0090017100_14062023013074']
Stack 19 with items: ['0090017100_14062023013074', '0090017100_14062023013074', '0090017100_14062023013074']
Stack 20 with items: ['0090017100_14062023013074', '0090017100_14062023013074', '0090017100_14062023013074']
Stack 21 with items: ['0090017100_14062023013074', '0090017100_14062023013074', '0090017100_14062023013074']
Stack 22 with items: ['0090017100_14062023011128', '0090017100_14062023004721', '0090017100_14062023004721']
Stack 23 with items: ['0090017100_14062023008402', '0090017100_14062023008402', '0090017100_14062023008402']
Stack 24 with items: ['0090017100_14062023004721', '0090017100_14062023004489', '0090017100_14062023004721']
Stack 25 with items: ['0090017100_14062023004489', '0090017100_14062023004489', '0090017100_14062023004489']
Heuristic packed all stacks
