dataset: C
instance: TA3
+-----------+
2D Packing Heuristic in Truck P094385105
Min2DVol: 32.879999999999995 [m2]
Stack 0 with items: ['0090038300_28022023029385', '0090038300_28022023029385', '0090038300_28022023029385']
Stack 1 with items: ['0090038300_28022023029385', '0090038300_28022023029385', '0090038300_28022023029385']
Stack 2 with items: ['0090038300_28022023029385', '0090038300_28022023029385', '0090038300_28022023029385']
Stack 3 with items: ['0090038300_28022023029385', '0090038300_28022023029385', '0090038300_28022023029385']
Stack 4 with items: ['0090038300_28022023029385', '0090038300_28022023029385', '0090038300_28022023029385']
Stack 5 with items: ['0090038300_28022023029385', '0090038300_28022023022586', '0090038300_28022023029385']
Stack 6 with items: ['0090038300_28022023022586', '0090038300_28022023022586', '0090038300_28022023022586']
Stack 7 with items: ['0090038300_28022023022586', '0090038300_28022023022586', '0090038300_28022023022586']
Stack 8 with items: ['0090038300_28022023022586', '0090038300_28022023022586', '0090038300_28022023022586']
Stack 9 with items: ['0090038300_28022023022586', '0090038300_28022023022586', '0090038300_28022023022586']
Stack 10 with items: ['0090038300_28022023022586', '0090038300_28022023022586', '0090038300_28022023022586']
Stack 11 with items: ['0090038300_28022023022586', '0090038300_28022023022586', '0090038300_28022023022586']
Stack 12 with items: ['0090038300_28022023022586', '0090038300_28022023022586', '0090038300_28022023022586']
Stack 13 with items: ['0090038300_28022023014019', '0090038300_28022023014019', '0090038300_28022023014019']
Stack 14 with items: ['0090038300_28022023014019', '0090038300_28022023014019', '0090038300_28022023014019']
Stack 15 with items: ['0090038300_28022023014019', '0090038300_28022023014019', '0090038300_28022023014019']
Stack 16 with items: ['0090038300_28022023014019', '0090038300_28022023014019', '0090038300_28022023014019']
Stack 17 with items: ['0090038300_28022023013648', '0090038300_28022023005117', '0090038300_28022023013648']
Stack 18 with items: ['0090038300_28022023005117', '0090038300_28022023005117', '0090038300_28022023005117']
Stack 19 with items: ['0090038300_28022023005117', '0090038300_28022023003510', '0090038300_28022023005117']
Stack 20 with items: ['0090038300_28022023003510', '0090038300_28022023001503', '0090038300_28022023001503']
Stack 21 with items: ['0090038300_28022023020648', '0090038300_28022023020648', '0090038300_28022023020648']
Stack 22 with items: ['0090038300_28022023020648', '0090038300_28022023020648', '0090038300_28022023020648']
Stack 23 with items: ['0090038300_28022023020648', '0090038300_28022023020648', '0090038300_28022023020648']
Stack 24 with items: ['0090038300_28022023023090', '0090038300_28022023023090', '0090038300_28022023023090']
Stacks not packed:
Stack 17 missing: ['0090038300_28022023013648', '0090038300_28022023005117', '0090038300_28022023013648']
