dataset: C
instance: SA
+-----------+
2D Packing Heuristic in Truck P081056301
Min2DVol: 32.15999999999999 [m2]
Stack 0 with items: ['0090017100_27022023031899', '0090017100_27022023031899']
Stack 1 with items: ['0090017100_27022023031899', '0090017100_27022023009464']
Stack 2 with items: ['0090017100_27022023009464', '0090017100_27022023001309']
Stack 3 with items: ['0090017100_27022023001309', '0090017100_27022023001309']
Stack 4 with items: ['0090017100_27022023033065', '0090017100_27022023029639', '0090017100_27022023025754']
Stack 5 with items: ['0090017100_27022023025754', '0090017100_27022023020643', '0090017100_27022023020643']
Stack 6 with items: ['0090017100_27022023020643', '0090017100_27022023020643', '0090017100_27022023020643']
Stack 7 with items: ['0090017100_27022023020643', '0090017100_27022023020643', '0090017100_27022023020643']
Stack 8 with items: ['0090017100_27022023020643', '0090017100_27022023020643', '0090017100_27022023020643']
Stack 9 with items: ['0090017100_27022023020643', '0090017100_27022023020643', '0090017100_27022023020643']
Stack 10 with items: ['0090017100_27022023020643', '0090017100_27022023018633', '0090017100_27022023018633']
Stack 11 with items: ['0090017100_27022023020382', '0090017100_27022023020382', '0090017100_27022023020382']
Stack 12 with items: ['0090017100_27022023018612', '0090017100_27022023018612', '0090017100_27022023018612']
Stack 13 with items: ['0090017100_27022023018612', '0090017100_27022023018612', '0090017100_27022023018612']
Stack 14 with items: ['0090017100_27022023018612', '0090017100_27022023018455', '0090017100_27022023018455']
Stack 15 with items: ['0090017100_27022023018455', '0090017100_27022023018455', '0090017100_27022023018455']
Stack 16 with items: ['0090017100_27022023015309', '0090017100_27022023005369', '0090017100_27022023015309']
Stack 17 with items: ['0090017100_27022023005369', '0090017100_27022023005369', '0090017100_27022023005369']
Stack 18 with items: ['0090017100_27022023005369', '0090017100_27022023004121', '0090017100_27022023005369']
Stack 19 with items: ['0090017100_27022023004121', '0090017100_27022023004050', '0090017100_27022023004050']
Stack 20 with items: ['0090017100_27022023004050', '0090017100_27022023004050', '0090017100_27022023004050']
Stack 21 with items: ['0090017100_27022023004050', '0090017100_27022023004050', '0090017100_27022023004050']
Stack 22 with items: ['0090017100_27022023035655', '0090017100_27022023032267', '0090017100_27022023015250']
Stack 23 with items: ['0090017100_27022023015250', '0090017100_27022023011803', '0090017100_27022023011803']
Heuristic packed all stacks
