dataset: X
instance: DO3
+-----------+
2D Packing Heuristic in Truck P194223007
Min2DVol: 32.449999999999996 [m2]
Stack 0 with items: ['0090019100_08062023000247', '0090019100_08062023000247', '0090019100_08062023000247', '0090019100_08062023000247']
Stack 1 with items: ['0090019100_08062023008051', '0090019100_08062023001425', '0090019100_08062023001425']
Stack 2 with items: ['0090019100_08062023004608', '0090019100_08062023004608', '0090019100_08062023004608']
Stack 3 with items: ['0090019100_08062023008922', '0090019100_08062023008051', '0090019100_08062023008922']
Stack 4 with items: ['0090019100_08062023002886', '0090019100_08062023002886', '0090019100_08062023002886']
Stack 5 with items: ['0090019100_08062023002886', '0090019100_08062023002886', '0090019100_08062023002886']
Stack 6 with items: ['0090019100_08062023002886', '0090019100_08062023002886', '0090019100_08062023002886']
Stack 7 with items: ['0090019100_08062023002886', '0090019100_08062023002886', '0090019100_08062023002886']
Stack 8 with items: ['0090019100_08062023008192', '0090019100_08062023008192', '0090019100_08062023008192']
Stack 9 with items: ['0090019100_08062023008192', '0090019100_08062023008192', '0090019100_08062023008192']
Stack 10 with items: ['0090019100_08062023008192', '0090019100_08062023008192', '0090019100_08062023008192']
Stack 11 with items: ['0090019100_08062023008192', '0090019100_08062023008192', '0090019100_08062023008192']
Stack 12 with items: ['0090019100_08062023008192', '0090019100_08062023008192', '0090019100_08062023008192']
Stack 13 with items: ['0090019100_08062023008192', '0090019100_08062023008192', '0090019100_08062023008192']
Stack 14 with items: ['0090019100_08062023008192', '0090019100_08062023008192', '0090019100_08062023008192']
Stack 15 with items: ['0090019100_08062023008192', '0090019100_08062023008192', '0090019100_08062023008192']
Stack 16 with items: ['0090019100_08062023004917', '0090019100_08062023008192', '0090019100_08062023008192']
Stack 17 with items: ['0090019100_08062023004917', '0090019100_08062023004917', '0090019100_08062023004917']
Stack 18 with items: ['0090019100_08062023004917', '0090019100_08062023004917', '0090019100_08062023004917']
Stack 19 with items: ['0090019100_08062023004917', '0090019100_08062023004917', '0090019100_08062023004917']
Stack 20 with items: ['0090019100_08062023004917', '0090019100_08062023004917', '0090019100_08062023004917']
Stack 21 with items: ['0090019100_08062023004917']
Stacks not packed:
Stack 0 missing: ['0090019100_08062023000247', '0090019100_08062023000247', '0090019100_08062023000247', '0090019100_08062023000247']
