dataset: X
instance: BY6
+-----------+
2D Packing Heuristic in Truck P242335303
Min2DVol: 30.01224000000001 [m2]
Stack 0 with items: ['0090016900_14062023002732', '0090016900_14062023002732', '0090016900_14062023002732']
Stack 1 with items: ['0090016900_14062023037422', '0090016900_14062023002732', '0090016900_14062023037422']
Stack 2 with items: ['0090016900_14062023002732', '0090016900_14062023002732', '0090016900_14062023037422']
Stack 3 with items: ['0090016900_14062023037422', '0090016900_14062023029649', '0090016900_14062023029649']
Stack 4 with items: ['0090016900_14062023029649', '0090016900_14062023029649', '0090016900_14062023029649']
Stack 5 with items: ['0090016900_14062023037422', '0090016900_14062023029649', '0090016900_14062023037422']
Stack 6 with items: ['0090016900_14062023024323', '0090016900_14062023024323']
Stack 7 with items: ['0090016900_14062023024323', '0090016900_14062023024323']
Stack 8 with items: ['0090016900_14062023024323', '0090016900_14062023024323']
Stack 9 with items: ['0090016900_14062023006839', '0090016900_14062023006839']
Stack 10 with items: ['0090016900_14062023043570', '0090016900_14062023043570']
Stack 11 with items: ['0090016900_14062023042300', '0090016900_14062023025008']
Stack 12 with items: ['0090016900_14062023025008', '0090016900_14062023025008']
Stack 13 with items: ['0090016900_14062023025008', '0090016900_14062023025008']
Stack 14 with items: ['0090016900_14062023025008', '0090016900_14062023025008']
Stack 15 with items: ['0090016900_14062023025008', '0090016900_14062023025008']
Stack 16 with items: ['0090016900_14062023025008', '0090016900_14062023025008']
Stack 17 with items: ['0090016900_14062023025008', '0090016900_14062023025008']
Stack 18 with items: ['0090016900_14062023016980', '0090016900_14062023016980']
Stack 19 with items: ['0090016900_14062023016980', '0090016900_14062023016980']
Stack 20 with items: ['0090016900_14062023016980', '0090016900_14062023016980']
Stack 21 with items: ['0090016900_14062023016980', '0090016900_14062023016980']
Heuristic packed all stacks
