dataset: C
instance: MA
+-----------+
2D Packing Heuristic in Truck P104221503
Min2DVol: 31.654037999999986 [m2]
Stack 0 with items: ['0090016200_27022023035204', '0090016200_27022023035204']
Stack 1 with items: ['0090016200_27022023031705', '0090016200_27022023031705']
Stack 2 with items: ['0090016200_27022023022301', '0090016200_27022023022301']
Stack 3 with items: ['0090016200_27022023021015', '0090016200_27022023019647']
Stack 4 with items: ['0090016200_27022023019647', '0090016200_27022023019647']
Stack 5 with items: ['0090016200_27022023019647', '0090016200_27022023019647']
Stack 6 with items: ['0090016200_27022023019647', '0090016200_27022023019647']
Stack 7 with items: ['0090016200_27022023019647', '0090016200_27022023019647']
Stack 8 with items: ['0090016200_27022023019647', '0090016200_27022023019647']
Stack 9 with items: ['0090016200_27022023019647', '0090016200_27022023019647']
Stack 10 with items: ['0090016200_27022023018441', '0090016200_27022023018441']
Stack 11 with items: ['0090016200_27022023012127', '0090016200_27022023012127']
Stack 12 with items: ['0090016200_27022023012127', '0090016200_27022023011130']
Stack 13 with items: ['0090016200_27022023010922', '0090016200_27022023010863']
Stack 14 with items: ['0090016200_27022023008674', '0090016200_27022023008530']
Stack 15 with items: ['0090016200_27022023008530', '0090016200_27022023008530']
Stack 16 with items: ['0090016200_27022023008530', '0090016200_27022023008530']
Stack 17 with items: ['0090016200_27022023008530', '0090016200_27022023008530']
Stack 18 with items: ['0090016200_27022023008530', '0090016200_27022023008530']
Stack 19 with items: ['0090016200_27022023008530', '0090016200_27022023008530']
Stack 20 with items: ['0090016200_27022023008530', '0090016200_27022023008530']
Stack 21 with items: ['0090016200_27022023003719', '0090016200_27022023003719']
Stack 22 with items: ['0090016200_27022023003719', '0090016200_27022023003719']
Stack 23 with items: ['0090016200_27022023001335', '0090016200_27022023001335']
Stack 24 with items: ['0090016200_27022023001335', '0090016200_27022023000234']
Stack 25 with items: ['0090016200_27022023000234', '0090016200_27022023000234']
Heuristic packed all stacks
