dataset: X
instance: SA5
+-----------+
2D Packing Heuristic in Truck P240050701
Min2DVol: 32.41805999999999 [m2]
Stack 0 with items: ['0090017100_14062023004668', '0090017100_14062023002325']
Stack 1 with items: ['0090017100_14062023026739', '0090017100_14062023026739', '0090017100_14062023026739']
Stack 2 with items: ['0090017100_14062023026739', '0090017100_14062023026739', '0090017100_14062023026739']
Stack 3 with items: ['0090017100_14062023026739', '0090017100_14062023026739', '0090017100_14062023026739']
Stack 4 with items: ['0090017100_14062023026739', '0090017100_14062023026739', '0090017100_14062023026739']
Stack 5 with items: ['0090017100_14062023024775', '0090017100_14062023024775', '0090017100_14062023024775']
Stack 6 with items: ['0090017100_14062023024775', '0090017100_14062023024775', '0090017100_14062023024775']
Stack 7 with items: ['0090017100_14062023024775', '0090017100_14062023024775', '0090017100_14062023024775']
Stack 8 with items: ['0090017100_14062023023014', '0090017100_14062023023014', '0090017100_14062023023014']
Stack 9 with items: ['0090017100_14062023021041', '0090017100_14062023021041', '0090017100_14062023021041']
Stack 10 with items: ['0090017100_14062023021041', '0090017100_14062023021041', '0090017100_14062023021041']
Stack 11 with items: ['0090017100_14062023021041', '0090017100_14062023014507', '0090017100_14062023014507']
Stack 12 with items: ['0090017100_14062023014507', '0090017100_14062023014507', '0090017100_14062023014507']
Stack 13 with items: ['0090017100_14062023014507', '0090017100_14062023010304', '0090017100_14062023010304']
Stack 14 with items: ['0090017100_14062023010304', '0090017100_14062023010304', '0090017100_14062023010304']
Stack 15 with items: ['0090017100_14062023010304', '0090017100_14062023010304', '0090017100_14062023010304']
Stack 16 with items: ['0090017100_14062023010304', '0090017100_14062023010304', '0090017100_14062023010304']
Stack 17 with items: ['0090017100_14062023010304', '0090017100_14062023010304', '0090017100_14062023010304']
Stack 18 with items: ['0090017100_14062023010304', '0090017100_14062023010304', '0090017100_14062023010304']
Stack 19 with items: ['0090017100_14062023010304', '0090017100_14062023009675', '0090017100_14062023009675']
Stack 20 with items: ['0090017100_14062023009675', '0090017100_14062023009675', '0090017100_14062023009675']
Stack 21 with items: ['0090017100_14062023009675', '0090017100_14062023006626', '0090017100_14062023003739']
Stack 22 with items: ['0090017100_14062023003739', '0090017100_14062023003739', '0090017100_14062023003739']
Stack 23 with items: ['0090017100_14062023003739', '0090017100_14062023003739', '0090017100_14062023003739']
Stack 24 with items: ['0090017100_14062023003739', '0090017100_14062023002601', '0090017100_14062023003739']
Stack 25 with items: ['0090017100_14062023002601', '0090017100_14062023002601', '0090017100_14062023002601']
Stack 26 with items: ['0090017100_14062023002601', '0090017100_14062023002601', '0090017100_14062023002601']
Stacks not packed:
Stack 12 missing: ['0090017100_14062023014507', '0090017100_14062023014507', '0090017100_14062023014507']
