dataset: X
instance: TR4
+-----------+
2D Packing Heuristic in Truck P172420201
Min2DVol: 32.23254000000001 [m2]
Stack 0 with items: ['0090017000_14062023004761', '0090017000_14062023004761']
Stack 1 with items: ['0090017000_14062023004761', '0090017000_14062023000476']
Stack 2 with items: ['0090017000_14062023000476', '0090017000_14062023000476']
Stack 3 with items: ['0090017000_14062023001097']
Stack 4 with items: ['0090017000_14062023038598', '0090017000_14062023038598']
Stack 5 with items: ['0090017000_14062023038766']
Stack 6 with items: ['0090017000_14062023030938']
Stack 7 with items: ['0090017000_14062023038598', '0090017000_14062023024164']
Stack 8 with items: ['0090017000_14062023024164', '0090017000_14062023024164']
Stack 9 with items: ['0090017000_14062023021559', '0090017000_14062023021559', '0090017000_14062023021559']
Stack 10 with items: ['0090017000_14062023009539', '0090017000_14062023009539', '0090017000_14062023009539']
Stack 11 with items: ['0090017000_14062023006512', '0090017000_14062023003359', '0090017000_14062023006512']
Stack 12 with items: ['0090017000_14062023003359', '0090017000_14062023003359', '0090017000_14062023003359']
Stack 13 with items: ['0090017000_14062023003359', '0090017000_14062023003359', '0090017000_14062023003359']
Stack 14 with items: ['0090017000_14062023003359', '0090017000_14062023003359', '0090017000_14062023003359']
Stack 15 with items: ['0090017000_14062023003359', '0090017000_14062023003359', '0090017000_14062023003359']
Stack 16 with items: ['0090017000_14062023003359', '0090017000_14062023003359', '0090017000_14062023003359']
Stack 17 with items: ['0090017000_14062023003359', '0090017000_14062023003359', '0090017000_14062023003359']
Stack 18 with items: ['0090017000_14062023003359', '0090017000_14062023003359', '0090017000_14062023003359']
Stack 19 with items: ['0090017000_14062023003359', '0090017000_14062023003359', '0090017000_14062023003359']
Stack 20 with items: ['0090017000_14062023039959', '0090017000_14062023039959', '0090017000_14062023039959']
Stack 21 with items: ['0090017000_14062023039959', '0090017000_14062023039959', '0090017000_14062023039959']
Stack 22 with items: ['0090017000_14062023039959', '0090017000_14062023039959', '0090017000_14062023039959']
Stack 23 with items: ['0090017000_14062023036453', '0090017000_14062023036453', '0090017000_14062023039959']
Stack 24 with items: ['0090017000_14062023039959', '0090017000_14062023039959', '0090017000_14062023039959']
Stack 25 with items: ['0090017000_14062023039959', '0090017000_14062023039959', '0090017000_14062023039959']
Stack 26 with items: ['0090017000_14062023039959', '0090017000_14062023039959', '0090017000_14062023039959']
Stacks not packed:
Stack 10 missing: ['0090017000_14062023009539', '0090017000_14062023009539', '0090017000_14062023009539']
