dataset: C
instance: TA3
+-----------+
2D Packing Heuristic in Truck P087386101
Min2DVol: 29.81417999999999 [m2]
Stack 0 with items: ['0090038300_28022023000888', '0090038300_28022023000888']
Stack 1 with items: ['0090038300_28022023031330', '0090038300_28022023031330']
Stack 2 with items: ['0090038300_28022023031330', '0090038300_28022023031330']
Stack 3 with items: ['0090038300_28022023001952', '0090038300_28022023017090', '0090038300_28022023017090']
Stack 4 with items: ['0090038300_28022023001952', '0090038300_28022023001952', '0090038300_28022023001952']
Stack 5 with items: ['0090038300_28022023001952', '0090038300_28022023001952', '0090038300_28022023001952']
Stack 6 with items: ['0090038300_28022023027384', '0090038300_28022023025351', '0090038300_28022023016927']
Stack 7 with items: ['0090038300_28022023016927', '0090038300_28022023016927', '0090038300_28022023016927']
Stack 8 with items: ['0090038300_28022023016927', '0090038300_28022023016927', '0090038300_28022023016927']
Stack 9 with items: ['0090038300_28022023016927', '0090038300_28022023016825', '0090038300_28022023016825']
Stack 10 with items: ['0090038300_28022023016825', '0090038300_28022023016825', '0090038300_28022023016825']
Stack 11 with items: ['0090038300_28022023016825', '0090038300_28022023016825', '0090038300_28022023016825']
Stack 12 with items: ['0090038300_28022023016825', '0090038300_28022023016825', '0090038300_28022023016825']
Stack 13 with items: ['0090038300_28022023016825', '0090038300_28022023016825', '0090038300_28022023016825']
Stack 14 with items: ['0090038300_28022023016825', '0090038300_28022023008228', '0090038300_28022023007908']
Stack 15 with items: ['0090038300_28022023007908', '0090038300_28022023007908', '0090038300_28022023007908']
Stack 16 with items: ['0090038300_28022023007908', '0090038300_28022023007908', '0090038300_28022023007908']
Stack 17 with items: ['0090038300_28022023007908', '0090038300_28022023004452', '0090038300_28022023007908']
Stack 18 with items: ['0090038300_28022023004452', '0090038300_28022023004452', '0090038300_28022023004452']
Stack 19 with items: ['0090038300_28022023004452', '0090038300_28022023004452', '0090038300_28022023004452']
Stack 20 with items: ['0090038300_28022023004452', '0090038300_28022023004452', '0090038300_28022023004452']
Stack 21 with items: ['0090038300_28022023004452', '0090038300_28022023004452', '0090038300_28022023004452']
Stack 22 with items: ['0090038300_28022023004452', '0090038300_28022023003341', '0090038300_28022023004452']
Heuristic packed all stacks
