dataset: X
instance: BY7
+-----------+
2D Packing Heuristic in Truck P177161403
Min2DVol: 30.46200000000001 [m2]
Stack 0 with items: ['0090016900_14062023001992', '0090016900_14062023001992', '0090016900_14062023001992']
Stack 1 with items: ['0090016900_14062023031509', '0090016900_14062023014807', '0090016900_14062023031509', '0090016900_14062023031509']
Stack 2 with items: ['0090016900_14062023014807', '0090016900_14062023014807', '0090016900_14062023014807', '0090016900_14062023014807']
Stack 3 with items: ['0090016900_14062023014807', '0090016900_14062023013600', '0090016900_14062023014807', '0090016900_14062023014807']
Stack 4 with items: ['0090016900_14062023013600', '0090016900_14062023012722', '0090016900_14062023012722', '0090016900_14062023013600']
Stack 5 with items: ['0090016900_14062023012722', '0090016900_14062023012722', '0090016900_14062023012722', '0090016900_14062023012722']
Stack 6 with items: ['0090016900_14062023012722', '0090016900_14062023012722', '0090016900_14062023012722', '0090016900_14062023012722']
Stack 7 with items: ['0090016900_14062023012722', '0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810']
Stack 8 with items: ['0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810']
Stack 9 with items: ['0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810']
Stack 10 with items: ['0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810']
Stack 11 with items: ['0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810']
Stack 12 with items: ['0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810']
Stack 13 with items: ['0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810']
Stack 14 with items: ['0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810']
Stack 15 with items: ['0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810']
Stack 16 with items: ['0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810']
Stack 17 with items: ['0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810']
Stack 18 with items: ['0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810']
Stack 19 with items: ['0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810', '0090016900_14062023008810']
Heuristic packed all stacks
