dataset: X
instance: CI3
+-----------+
2D Packing Heuristic in Truck P191434205
Min2DVol: 23.999999999999993 [m2]
Stack 0 with items: ['0090016800_08062023016616', '0090016800_08062023016616']
Stack 1 with items: ['0090016800_08062023016616', '0090016800_08062023016616']
Stack 2 with items: ['0090016800_08062023016616', '0090016800_08062023016616']
Stack 3 with items: ['0090016800_08062023016616', '0090016800_08062023016616']
Stack 4 with items: ['0090016800_08062023016616', '0090016800_08062023016616']
Stack 5 with items: ['0090016800_08062023016616', '0090016800_08062023016616']
Stack 6 with items: ['0090016800_08062023016616', '0090016800_08062023016616']
Stack 7 with items: ['0090016800_08062023006821', '0090016800_08062023006821']
Stack 8 with items: ['0090016800_08062023006821', '0090016800_08062023006821']
Stack 9 with items: ['0090016800_08062023006821', '0090016800_08062023006821']
Stack 10 with items: ['0090016800_08062023006821', '0090016800_08062023006821']
Stack 11 with items: ['0090016800_08062023006821', '0090016800_08062023006821']
Stack 12 with items: ['0090016800_08062023006821', '0090016800_08062023006821']
Stack 13 with items: ['0090016800_08062023006821', '0090016800_08062023006821']
Stack 14 with items: ['0090016800_08062023002242', '0090016800_08062023002242']
Stack 15 with items: ['0090016800_08062023002242', '0090016800_08062023002242']
Stack 16 with items: ['0090016800_08062023002242', '0090016800_08062023002242']
Stack 17 with items: ['0090016800_08062023000887', '0090016800_08062023000887']
Stack 18 with items: ['0090016800_08062023000887', '0090016800_08062023000887']
Stack 19 with items: ['0090016800_08062023000887', '0090016800_08062023000887']
Heuristic packed all stacks
