dataset: C
instance: PA2
+-----------+
2D Packing Heuristic in Truck P108500103
Min2DVol: 22.411399999999993 [m2]
Stack 0 with items: ['0091017200_28022023026861', '0091017200_28022023026861']
Stack 1 with items: ['0091017200_28022023026861', '0091017200_28022023026861']
Stack 2 with items: ['0091017200_28022023026861', '0091017200_28022023026861']
Stack 3 with items: ['0091017200_28022023026861', '0091017200_28022023026861']
Stack 4 with items: ['0091017200_28022023026861', '0091017200_28022023026861']
Stack 5 with items: ['0091017200_28022023026861', '0091017200_28022023026861']
Stack 6 with items: ['0091017200_28022023026861', '0091017200_28022023026861']
Stack 7 with items: ['0091017200_28022023018017', '0091017200_28022023018017']
Stack 8 with items: ['0091017200_28022023014421', '0091017200_28022023012826']
Stack 9 with items: ['0091017200_28022023007607', '0091017200_28022023007607']
Stack 10 with items: ['0091017200_28022023007607', '0091017200_28022023007607']
Heuristic packed all stacks
