dataset: X
instance: FC7
+-----------+
2D Packing Heuristic in Truck P195549001
Min2DVol: 32.4 [m2]
Stack 0 with items: ['0091017600_14062023003020', '0091017600_14062023000354']
Stack 1 with items: ['0091017600_14062023003347', '0091017600_14062023005373']
Stack 2 with items: ['0091017600_14062023001387', '0091017600_14062023004361']
Stack 3 with items: ['0091017600_14062023001877', '0091017600_14062023000990']
Stack 4 with items: ['0091017600_14062023004361', '0091017600_14062023004361']
Stack 5 with items: ['0091017600_14062023003320', '0091017600_14062023000990']
Stack 6 with items: ['0091017600_14062023003320', '0091017600_14062023001877']
Stack 7 with items: ['0091017600_14062023003320', '0091017600_14062023004361']
Stack 8 with items: ['0091017600_14062023005876', '0091017600_14062023005856']
Stack 9 with items: ['0091017600_14062023005856', '0091017600_14062023005856']
Stack 10 with items: ['0091017600_14062023005596', '0091017600_14062023004976']
Stack 11 with items: ['0091017600_14062023004628', '0091017600_14062023004628']
Stack 12 with items: ['0091017600_14062023004628', '0091017600_14062023003058']
Stack 13 with items: ['0091017600_14062023003058', '0091017600_14062023002932']
Stack 14 with items: ['0091017600_14062023002704', '0091017600_14062023002290']
Stack 15 with items: ['0091017600_14062023004422', '0091017600_14062023001901']
Stack 16 with items: ['0091017600_14062023004942', '0091017600_14062023004454']
Stack 17 with items: ['0091017600_14062023004033', '0091017600_14062023004033']
Stacks not packed:
Stack 2 missing: ['0091017600_14062023001387', '0091017600_14062023004361']
Stack 3 missing: ['0091017600_14062023001877', '0091017600_14062023000990']
Stack 4 missing: ['0091017600_14062023004361', '0091017600_14062023004361']
Stack 5 missing: ['0091017600_14062023003320', '0091017600_14062023000990']
Stack 6 missing: ['0091017600_14062023003320', '0091017600_14062023001877']
Stack 7 missing: ['0091017600_14062023003320', '0091017600_14062023004361']
Stack 10 missing: ['0091017600_14062023005596', '0091017600_14062023004976']
Stack 11 missing: ['0091017600_14062023004628', '0091017600_14062023004628']
Stack 12 missing: ['0091017600_14062023004628', '0091017600_14062023003058']
Stack 13 missing: ['0091017600_14062023003058', '0091017600_14062023002932']
Stack 14 missing: ['0091017600_14062023002704', '0091017600_14062023002290']
