dataset: C
instance: TR
+-----------+
2D Packing Heuristic in Truck P103420407
Min2DVol: 27.09199999999999 [m2]
Stack 0 with items: ['0090017000_27022023002746', '0090017000_27022023002746', '0090017000_27022023002746']
Stack 1 with items: ['0090017000_27022023002746', '0090017000_27022023002746', '0090017000_27022023002746']
Stack 2 with items: ['0090017000_27022023005970', '0090017000_27022023005970', '0090017000_27022023005970']
Stack 3 with items: ['0090017000_27022023036027', '0090017000_27022023002746', '0090017000_27022023002746']
Stack 4 with items: ['0090017000_27022023002746', '0090017000_27022023002746', '0090017000_27022023002746']
Stack 5 with items: ['0090017000_27022023005970', '0090017000_27022023016584', '0090017000_27022023016584', '0090017000_27022023016584']
Stack 6 with items: ['0090017000_27022023002746', '0090017000_27022023002746', '0090017000_27022023002746']
Stack 7 with items: ['0090017000_27022023002746', '0090017000_27022023002746', '0090017000_27022023002746']
Stack 8 with items: ['0090017000_27022023002746', '0090017000_27022023002746', '0090017000_27022023002746']
Stack 9 with items: ['0090017000_27022023002746', '0090017000_27022023002746', '0090017000_27022023002746']
Stack 10 with items: ['0090017000_27022023002746', '0090017000_27022023002746', '0090017000_27022023002746']
Stack 11 with items: ['0090017000_27022023002746', '0090017000_27022023002746', '0090017000_27022023002746']
Stack 12 with items: ['0090017000_27022023002746', '0090017000_27022023002746', '0090017000_27022023013845']
Stack 13 with items: ['0090017000_27022023002746', '0090017000_27022023002746', '0090017000_27022023016584']
Stack 14 with items: ['0090017000_27022023031197', '0090017000_27022023031197', '0090017000_27022023031197']
Stack 15 with items: ['0090017000_27022023031197', '0090017000_27022023031197', '0090017000_27022023031197']
Stack 16 with items: ['0090017000_27022023031197', '0090017000_27022023031197', '0090017000_27022023031197']
Stack 17 with items: ['0090017000_27022023030593', '0090017000_27022023030593', '0090017000_27022023030593']
Stack 18 with items: ['0090017000_27022023030593', '0090017000_27022023030593', '0090017000_27022023030593']
Stack 19 with items: ['0090017000_27022023029741', '0090017000_27022023027721', '0090017000_27022023029741']
Stack 20 with items: ['0090017000_27022023027721', '0090017000_27022023027721', '0090017000_27022023027721']
Stack 21 with items: ['0090017000_27022023027721', '0090017000_27022023019719', '0090017000_27022023019719']
Stack 22 with items: ['0090017000_27022023019719', '0090017000_27022023019719', '0090017000_27022023019719']
Stack 23 with items: ['0090017000_27022023011350', '0090017000_27022023011120', '0090017000_27022023008147']
Stacks not packed:
Stack 0 missing: ['0090017000_27022023002746', '0090017000_27022023002746', '0090017000_27022023002746']
Stack 1 missing: ['0090017000_27022023002746', '0090017000_27022023002746', '0090017000_27022023002746']
Stack 2 missing: ['0090017000_27022023005970', '0090017000_27022023005970', '0090017000_27022023005970']
Stack 4 missing: ['0090017000_27022023002746', '0090017000_27022023002746', '0090017000_27022023002746']
Stack 13 missing: ['0090017000_27022023002746', '0090017000_27022023002746', '0090017000_27022023016584']
