dataset: C
instance: SA3
+-----------+
2D Packing Heuristic in Truck P095155105
Min2DVol: 31.290299999999988 [m2]
Stack 0 with items: ['0090017100_28022023028189', '0090017100_28022023016883']
Stack 1 with items: ['0090017100_28022023027379', '0090017100_28022023012254']
Stack 2 with items: ['0090017100_28022023017199', '0090017100_28022023010186']
Stack 3 with items: ['0090017100_28022023027379']
Stack 4 with items: ['0090017100_28022023001430', '0090017100_28022023008207']
Stack 5 with items: ['0090017100_28022023021920', '0090017100_28022023019298', '0090017100_28022023021920']
Stack 6 with items: ['0090017100_28022023019298', '0090017100_28022023019298', '0090017100_28022023019298']
Stack 7 with items: ['0090017100_28022023019298', '0090017100_28022023019298', '0090017100_28022023019298']
Stack 8 with items: ['0090017100_28022023019298', '0090017100_28022023017301', '0090017100_28022023019298']
Stack 9 with items: ['0090017100_28022023017301', '0090017100_28022023017301', '0090017100_28022023017301']
Stack 10 with items: ['0090017100_28022023017301', '0090017100_28022023017301', '0090017100_28022023017301']
Stack 11 with items: ['0090017100_28022023017301', '0090017100_28022023017301', '0090017100_28022023017301']
Stack 12 with items: ['0090017100_28022023017301', '0090017100_28022023017301', '0090017100_28022023017301']
Stack 13 with items: ['0090017100_28022023017301', '0090017100_28022023017301', '0090017100_28022023017301']
Stack 14 with items: ['0090017100_28022023017301', '0090017100_28022023017301', '0090017100_28022023017301']
Stack 15 with items: ['0090017100_28022023017301', '0090017100_28022023017037', '0090017100_28022023017301']
Stack 16 with items: ['0090017100_28022023017037', '0090017100_28022023014869', '0090017100_28022023014869']
Stack 17 with items: ['0090017100_28022023013615', '0090017100_28022023012301', '0090017100_28022023012039']
Stack 18 with items: ['0090017100_28022023012039', '0090017100_28022023012039', '0090017100_28022023012039']
Stack 19 with items: ['0090017100_28022023012039', '0090017100_28022023007987', '0090017100_28022023012039']
Stack 20 with items: ['0090017100_28022023007987', '0090017100_28022023007987', '0090017100_28022023007987']
Stack 21 with items: ['0090017100_28022023006797', '0090017100_28022023003284', '0090017100_28022023003284']
Stack 22 with items: ['0090017100_28022023003284', '0090017100_28022023003284', '0090017100_28022023003284']
Stack 23 with items: ['0090017100_28022023003284', '0090017100_28022023003284', '0090017100_28022023003284']
Stack 24 with items: ['0090017100_28022023003284', '0090017100_28022023003137', '0090017100_28022023003137']
Stack 25 with items: ['0090017100_28022023002282', '0090017100_28022023002282', '0090017100_28022023002282']
Heuristic packed all stacks
