dataset: C
instance: TA2
+-----------+
2D Packing Heuristic in Truck P080360101
Min2DVol: 26.676000000000002 [m2]
Stack 0 with items: ['0090038300_28022023029956', '0090038300_28022023029956', '0090038300_28022023029956', '0090038300_28022023029956']
Stack 1 with items: ['0090038300_28022023029956', '0090038300_28022023029956', '0090038300_28022023029956', '0090038300_28022023029956']
Stack 2 with items: ['0090038300_28022023029956', '0090038300_28022023029956', '0090038300_28022023029956', '0090038300_28022023029956']
Stack 3 with items: ['0090038300_28022023029956', '0090038300_28022023029956', '0090038300_28022023029956', '0090038300_28022023029956']
Stack 4 with items: ['0090038300_28022023029956', '0090038300_28022023029956', '0090038300_28022023029956', '0090038300_28022023029956']
Stack 5 with items: ['0090038300_28022023029956', '0090038300_28022023028144', '0090038300_28022023029956', '0090038300_28022023029956']
Stack 6 with items: ['0090038300_28022023028144', '0090038300_28022023020216', '0090038300_28022023020216', '0090038300_28022023020216']
Stack 7 with items: ['0090038300_28022023010585', '0090038300_28022023007372', '0090038300_28022023007372', '0090038300_28022023010585']
Stack 8 with items: ['0090038300_28022023007372', '0090038300_28022023007372', '0090038300_28022023007372', '0090038300_28022023007372']
Stack 9 with items: ['0090038300_28022023007372', '0090038300_28022023007372', '0090038300_28022023007372', '0090038300_28022023007372']
Stacks not packed:
Stack 6 missing: ['0090038300_28022023028144', '0090038300_28022023020216', '0090038300_28022023020216', '0090038300_28022023020216']
