dataset: X
instance: MA7
+-----------+
2D Packing Heuristic in Truck P178036803
Min2DVol: 33.96336450000004 [m2]
Stack 0 with items: ['0090016200_14062023035376', '0090016200_14062023031363']
Stack 1 with items: ['0090016200_14062023033244', '0090016200_14062023033073', '0090016200_14062023029764', '0090016200_14062023033244']
Stack 2 with items: ['0090016200_14062023029764', '0090016200_14062023019372', '0090016200_14062023029017', '0090016200_14062023018683']
Stack 3 with items: ['0090016200_14062023028800', '0090016200_14062023026615']
Stack 4 with items: ['0090016200_14062023026615', '0090016200_14062023025493']
Stack 5 with items: ['0090016200_14062023024132', '0090016200_14062023020913']
Stack 6 with items: ['0090016200_14062023020359', '0090016200_14062023017574']
Stack 7 with items: ['0090016200_14062023017574', '0090016200_14062023017131']
Stack 8 with items: ['0090016200_14062023017131', '0090016200_14062023017131']
Stack 9 with items: ['0090016200_14062023016480', '0090016200_14062023013306']
Stack 10 with items: ['0090016200_14062023015845', '0090016200_14062023013851', '0090016200_14062023014763', '0090016200_14062023007773']
Stack 11 with items: ['0090016200_14062023012093', '0090016200_14062023009925']
Stack 12 with items: ['0090016200_14062023010933', '0090016200_14062023003015']
Stack 13 with items: ['0090016200_14062023008572', '0090016200_14062023008572']
Stack 14 with items: ['0090016200_14062023006703', '0090016200_14062023004793']
Stack 15 with items: ['0090016200_14062023004793', '0090016200_14062023004793']
Stack 16 with items: ['0090016200_14062023002381', '0090016200_14062023000938']
Stack 17 with items: ['0090016200_14062023000938', '0090016200_14062023000392']
Stack 18 with items: ['0090016200_14062023034327', '0090016200_14062023034088', '0090016200_14062023034088']
Stack 19 with items: ['0090016200_14062023013605', '0090016200_14062023011506', '0090016200_14062023011506']
Stack 20 with items: ['0090016200_14062023011506', '0090016200_14062023002540', '0090016200_14062023011506']
Stack 21 with items: ['0090016200_14062023002540', '0090016200_14062023002540', '0090016200_14062023002540']
Stack 22 with items: ['0090016200_14062023002540', '0090016200_14062023002540', '0090016200_14062023002540']
Stack 23 with items: ['0090016200_14062023032771', '0090016200_14062023031737', '0090016200_14062023032771']
Stack 24 with items: ['0090016200_14062023031737', '0090016200_14062023031658', '0090016200_14062023031658']
Stack 25 with items: ['0090016200_14062023031658', '0090016200_14062023031658', '0090016200_14062023031658']
Stack 26 with items: ['0090016200_14062023031658', '0090016200_14062023031658', '0090016200_14062023031658']
Stack 27 with items: ['0090016200_14062023031658', '0090016200_14062023031658', '0090016200_14062023031658']
Stack 28 with items: ['0090016200_14062023031658', '0090016200_14062023031658', '0090016200_14062023031658']
Stack 29 with items: ['0090016200_14062023031658', '0090016200_14062023031658', '0090016200_14062023031658']
Stack 30 with items: ['0090016200_14062023027376', '0090016200_14062023025732', '0090016200_14062023025732']
Stack 31 with items: ['0090016200_14062023025732', '0090016200_14062023016854', '0090016200_14062023014985']
Stack 32 with items: ['0090016200_14062023014985', '0090016200_14062023014985', '0090016200_14062023014985']
Stack 33 with items: ['0090016200_14062023014985', '0090016200_14062023014985', '0090016200_14062023014985']
