dataset: A
instance: SA
+-----------+
2D Packing Heuristic in Truck P244056207
Min2DVol: 32.45417999999999 [m2]
Stack 0 with items: ['0090017100_03072022000771', '0090017100_03072022000771']
Stack 1 with items: ['0090017100_03072022015882', '0090017100_03072022000771']
Stack 2 with items: ['0090017100_03072022008700', '0090017100_03072022008700']
Stack 3 with items: ['0090017100_03072022014296', '0090017100_03072022014296', '0090017100_03072022014296']
Stack 4 with items: ['0090017100_03072022014296', '0090017100_03072022014296', '0090017100_03072022014296']
Stack 5 with items: ['0090017100_03072022014296', '0090017100_03072022014296', '0090017100_03072022014296']
Stack 6 with items: ['0090017100_03072022014296', '0090017100_03072022014296', '0090017100_03072022014296']
Stack 7 with items: ['0090017100_03072022014296', '0090017100_03072022009997', '0090017100_03072022009997']
Stack 8 with items: ['0090017100_03072022009997', '0090017100_03072022009997', '0090017100_03072022009997']
Stack 9 with items: ['0090017100_03072022009997', '0090017100_03072022009997', '0090017100_03072022009997']
Stack 10 with items: ['0090017100_03072022009997', '0090017100_03072022009997', '0090017100_03072022009997']
Stack 11 with items: ['0090017100_03072022009997', '0090017100_03072022009997', '0090017100_03072022009997']
Stack 12 with items: ['0090017100_03072022009997', '0090017100_03072022009997', '0090017100_03072022009997']
Stack 13 with items: ['0090017100_03072022009997', '0090017100_03072022009997', '0090017100_03072022009997']
Stack 14 with items: ['0090017100_03072022009997', '0090017100_03072022009997', '0090017100_03072022009997']
Stack 15 with items: ['0090017100_03072022009997', '0090017100_03072022009997', '0090017100_03072022009997']
Stack 16 with items: ['0090017100_03072022009997', '0090017100_03072022009997', '0090017100_03072022009997']
Stack 17 with items: ['0090017100_03072022009997', '0090017100_03072022009997', '0090017100_03072022009997']
Stack 18 with items: ['0090017100_03072022009997', '0090017100_03072022006773', '0090017100_03072022006773']
Stack 19 with items: ['0090017100_03072022006773', '0090017100_03072022006773', '0090017100_03072022006773']
Stack 20 with items: ['0090017100_03072022006773', '0090017100_03072022006773', '0090017100_03072022006773']
Stack 21 with items: ['0090017100_03072022006773', '0090017100_03072022006773', '0090017100_03072022006773']
Stack 22 with items: ['0090017100_03072022006773', '0090017100_03072022006773', '0090017100_03072022006773']
Stack 23 with items: ['0090017100_03072022006773', '0090017100_03072022004063', '0090017100_03072022004063']
Stack 24 with items: ['0090017100_03072022004063', '0090017100_03072022004063', '0090017100_03072022004063']
Stack 25 with items: ['0090017100_03072022004063', '0090017100_03072022004063', '0090017100_03072022004063']
Stack 26 with items: ['0090017100_03072022004063', '0090017100_03072022004063', '0090017100_03072022004063']
Stacks not packed:
Stack 17 missing: ['0090017100_03072022009997', '0090017100_03072022009997', '0090017100_03072022009997']
