dataset: X
instance: BY7
+-----------+
2D Packing Heuristic in Truck P207161407
Min2DVol: 32.12400000000001 [m2]
Stack 0 with items: ['0090016900_14062023028646', '0090016900_14062023005411', '0090016900_14062023035494']
Stack 1 with items: ['0090016900_14062023035494', '0090016900_14062023005411', '0090016900_14062023005411']
Stack 2 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 3 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 4 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 5 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 6 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 7 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 8 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 9 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 10 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 11 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 12 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 13 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 14 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 15 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 16 with items: ['0090016900_14062023039394', '0090016900_14062023039394', '0090016900_14062023039394', '0090016900_14062023039394']
Stack 17 with items: ['0090016900_14062023033016', '0090016900_14062023033016', '0090016900_14062023033016', '0090016900_14062023033016']
Stack 18 with items: ['0090016900_14062023033016', '0090016900_14062023033016', '0090016900_14062023033016', '0090016900_14062023033016']
Stack 19 with items: ['0090016900_14062023033016', '0090016900_14062023012681', '0090016900_14062023033016', '0090016900_14062023033016']
Heuristic packed all stacks
