dataset: X
instance: CI
+-----------+
2D Packing Heuristic in Truck P196447855
Min2DVol: 31.340300999999982 [m2]
Stack 0 with items: ['0090016800_08062023025537', '0090016800_08062023000428']
Stack 1 with items: ['0090016800_08062023044378', '0090016800_08062023044378', '0090016800_08062023044378']
Stack 2 with items: ['0090016800_08062023044378', '0090016800_08062023044378', '0090016800_08062023044378']
Stack 3 with items: ['0090016800_08062023044378', '0090016800_08062023044378', '0090016800_08062023044378']
Stack 4 with items: ['0090016800_08062023044378', '0090016800_08062023044378', '0090016800_08062023044378']
Stack 5 with items: ['0090016800_08062023044378', '0090016800_08062023044378', '0090016800_08062023044378']
Stack 6 with items: ['0090016800_08062023044378', '0090016800_08062023044378', '0090016800_08062023044378']
Stack 7 with items: ['0090016800_08062023044378', '0090016800_08062023044378', '0090016800_08062023044378']
Stack 8 with items: ['0090016800_08062023044378', '0090016800_08062023044378', '0090016800_08062023044378']
Stack 9 with items: ['0090016800_08062023044378', '0090016800_08062023044378', '0090016800_08062023044378']
Stack 10 with items: ['0090016800_08062023043578', '0090016800_08062023043578', '0090016800_08062023043578']
Stack 11 with items: ['0090016800_08062023043578', '0090016800_08062023031999', '0090016800_08062023031999']
Stack 12 with items: ['0090016800_08062023031999', '0090016800_08062023031999', '0090016800_08062023031999']
Stack 13 with items: ['0090016800_08062023031999', '0090016800_08062023031999', '0090016800_08062023031999']
Stack 14 with items: ['0090016800_08062023031999', '0090016800_08062023031999', '0090016800_08062023031999']
Stack 15 with items: ['0090016800_08062023031999', '0090016800_08062023031999', '0090016800_08062023031999']
Stack 16 with items: ['0090016800_08062023031999', '0090016800_08062023031999', '0090016800_08062023031999']
Stack 17 with items: ['0090016800_08062023027294', '0090016800_08062023022364', '0090016800_08062023027294']
Stack 18 with items: ['0090016800_08062023022364', '0090016800_08062023002013', '0090016800_08062023002013']
Stack 19 with items: ['0090016800_08062023043522', '0090016800_08062023013695', '0090016800_08062023043522']
Stack 20 with items: ['0090016800_08062023013695', '0090016800_08062023013695', '0090016800_08062023013695']
Stack 21 with items: ['0090016800_08062023038749', '0090016800_08062023013695', '0090016800_08062023013695']
Stack 22 with items: ['0090016800_08062023013695', '0090016800_08062023013695', '0090016800_08062023013695']
Stack 23 with items: ['0090016800_08062023038749', '0090016800_08062023002518', '0090016800_08062023002518']
Stack 24 with items: ['0090016800_08062023038749', '0090016800_08062023038749', '0090016800_08062023038749']
Stack 25 with items: ['0090016800_08062023038749', '0090016800_08062023044875', '0090016800_08062023046658']
Heuristic packed all stacks
