dataset: X
instance: MT6
+-----------+
2D Packing Heuristic in Truck P198512301
Min2DVol: 32.356799999999986 [m2]
Stack 0 with items: ['0091017700_14062023003915']
Stack 1 with items: ['0091017700_14062023003915', '0091017700_14062023003915']
Stack 2 with items: ['0091017700_14062023000239', '0091017700_14062023000239']
Stack 3 with items: ['0091017700_14062023001834', '0091017700_14062023001834']
Stack 4 with items: ['0091017700_14062023001079', '0091017700_14062023001834']
Stack 5 with items: ['0091017700_14062023001834', '0091017700_14062023001834']
Stack 6 with items: ['0091017700_14062023004766', '0091017700_14062023004766', '0091017700_14062023004766']
Stack 7 with items: ['0091017700_14062023004766', '0091017700_14062023004766', '0091017700_14062023004766']
Stack 8 with items: ['0091017700_14062023004766', '0091017700_14062023004766', '0091017700_14062023004766']
Stack 9 with items: ['0091017700_14062023004766', '0091017700_14062023004766', '0091017700_14062023004766']
Stack 10 with items: ['0091017700_14062023004766', '0091017700_14062023002424', '0091017700_14062023004766']
Stack 11 with items: ['0091017700_14062023004766', '0091017700_14062023004766', '0091017700_14062023004766']
Stack 12 with items: ['0091017700_14062023002424', '0091017700_14062023002424', '0091017700_14062023002424']
Stack 13 with items: ['0091017700_14062023004766', '0091017700_14062023004766', '0091017700_14062023004766']
Stack 14 with items: ['0091017700_14062023003455', '0091017700_14062023003455', '0091017700_14062023003455']
Stack 15 with items: ['0091017700_14062023003455', '0091017700_14062023003455', '0091017700_14062023003455']
Stack 16 with items: ['0091017700_14062023003455', '0091017700_14062023003455', '0091017700_14062023003455']
Stack 17 with items: ['0091017700_14062023003455', '0091017700_14062023003455', '0091017700_14062023003455']
Stack 18 with items: ['0091017700_14062023003455', '0091017700_14062023003455', '0091017700_14062023003455']
Stack 19 with items: ['0091017700_14062023003455', '0091017700_14062023003455', '0091017700_14062023003455']
Stack 20 with items: ['0091017700_14062023003455', '0091017700_14062023003455', '0091017700_14062023003455']
Stack 21 with items: ['0091017700_14062023003455', '0091017700_14062023003455', '0091017700_14062023003455']
Stack 22 with items: ['0091017700_14062023003455', '0091017700_14062023003455', '0091017700_14062023003455']
Stack 23 with items: ['0091017700_14062023002704', '0091017700_14062023002704', '0091017700_14062023003455']
Stack 24 with items: ['0091017700_14062023002704', '0091017700_14062023002704', '0091017700_14062023002704']
Stack 25 with items: ['0091017700_14062023002704', '0091017700_14062023002704', '0091017700_14062023002704']
Stack 26 with items: ['0091017700_14062023002704', '0091017700_14062023002704', '0091017700_14062023002704']
Stack 27 with items: ['0091017700_14062023002704', '0091017700_14062023002704', '0091017700_14062023002704']
Stack 28 with items: ['0091017700_14062023002704', '0091017700_14062023002704', '0091017700_14062023002704']
Stack 29 with items: ['0091017700_14062023002704', '0091017700_14062023002704', '0091017700_14062023002704']
Stack 30 with items: ['0091017700_14062023002704', '0091017700_14062023002704', '0091017700_14062023002704']
Stack 31 with items: ['0091017700_14062023002704', '0091017700_14062023002704', '0091017700_14062023002704']
Stacks not packed:
Stack 31 missing: ['0091017700_14062023002704', '0091017700_14062023002704', '0091017700_14062023002704']
