dataset: X
instance: CI3
+-----------+
2D Packing Heuristic in Truck P177402805
Min2DVol: 30.720000000000013 [m2]
Stack 0 with items: ['0090016800_08062023050656', '0090016800_08062023049521', '0090016800_08062023050656', '0090016800_08062023050656']
Stack 1 with items: ['0090016800_08062023049521', '0090016800_08062023049521', '0090016800_08062023049521', '0090016800_08062023049521']
Stack 2 with items: ['0090016800_08062023049521', '0090016800_08062023049521', '0090016800_08062023049521', '0090016800_08062023049521']
Stack 3 with items: ['0090016800_08062023049521', '0090016800_08062023049521', '0090016800_08062023049521', '0090016800_08062023049521']
Stack 4 with items: ['0090016800_08062023049521', '0090016800_08062023049521', '0090016800_08062023049521', '0090016800_08062023049521']
Stack 5 with items: ['0090016800_08062023049521', '0090016800_08062023049521', '0090016800_08062023049521', '0090016800_08062023049521']
Stack 6 with items: ['0090016800_08062023049521', '0090016800_08062023049521', '0090016800_08062023049521', '0090016800_08062023049521']
Stack 7 with items: ['0090016800_08062023049521', '0090016800_08062023049521', '0090016800_08062023049521', '0090016800_08062023049521']
Stack 8 with items: ['0090016800_08062023049521', '0090016800_08062023049521', '0090016800_08062023049521', '0090016800_08062023049521']
Stack 9 with items: ['0090016800_08062023031098', '0090016800_08062023031098', '0090016800_08062023031098', '0090016800_08062023031098']
Stack 10 with items: ['0090016800_08062023031098', '0090016800_08062023031098', '0090016800_08062023031098', '0090016800_08062023031098']
Stack 11 with items: ['0090016800_08062023031098', '0090016800_08062023031098', '0090016800_08062023031098', '0090016800_08062023031098']
Stack 12 with items: ['0090016800_08062023031098', '0090016800_08062023031098', '0090016800_08062023031098', '0090016800_08062023031098']
Stack 13 with items: ['0090016800_08062023031098', '0090016800_08062023031098', '0090016800_08062023031098', '0090016800_08062023031098']
Stack 14 with items: ['0090016800_08062023023847', '0090016800_08062023023847', '0090016800_08062023023847', '0090016800_08062023023847']
Stack 15 with items: ['0090016800_08062023023847', '0090016800_08062023000684', '0090016800_08062023000684', '0090016800_08062023000684']
Heuristic packed all stacks
