dataset: A
instance: FL
+-----------+
2D Packing Heuristic in Truck P237887101
Min2DVol: 30.720000000000013 [m2]
Stack 0 with items: ['0090015100_03072022010860', '0090015100_03072022009444', '0090015100_03072022009444']
Stack 1 with items: ['0090015100_03072022009444', '0090015100_03072022009444', '0090015100_03072022009444']
Stack 2 with items: ['0090015100_03072022009444', '0090015100_03072022005059', '0090015100_03072022009444']
Stack 3 with items: ['0090015100_03072022005059', '0090015100_03072022005059', '0090015100_03072022005059']
Stack 4 with items: ['0090015100_03072022005059', '0090015100_03072022005059', '0090015100_03072022005059']
Stack 5 with items: ['0090015100_03072022005059', '0090015100_03072022005059', '0090015100_03072022005059']
Stack 6 with items: ['0090015100_03072022005059', '0090015100_03072022005059', '0090015100_03072022005059']
Stack 7 with items: ['0090015100_03072022005059', '0090015100_03072022005059', '0090015100_03072022005059']
Stack 8 with items: ['0090015100_03072022005059', '0090015100_03072022005059', '0090015100_03072022005059']
Stack 9 with items: ['0090015100_03072022005059', '0090015100_03072022005059', '0090015100_03072022005059']
Stack 10 with items: ['0090015100_03072022005059', '0090015100_03072022005059', '0090015100_03072022005059']
Stack 11 with items: ['0090015100_03072022005059', '0090015100_03072022005059', '0090015100_03072022005059']
Stack 12 with items: ['0090015100_03072022004927', '0090015100_03072022004927', '0090015100_03072022004927']
Stack 13 with items: ['0090015100_03072022004927', '0090015100_03072022004927', '0090015100_03072022004927']
Stack 14 with items: ['0090015100_03072022004927', '0090015100_03072022004927', '0090015100_03072022004927']
Stack 15 with items: ['0090015100_03072022004927', '0090015100_03072022004927', '0090015100_03072022004927']
Heuristic packed all stacks
