dataset: C
instance: BY
+-----------+
2D Packing Heuristic in Truck P082218601
Min2DVol: 27.22086000000002 [m2]
Stack 0 with items: ['0090016900_27022023000898', '0090016900_27022023024745', '0090016900_27022023024745']
Stack 1 with items: ['0090016900_27022023040004']
Stack 2 with items: ['0090016900_27022023011566', '0090016900_27022023011566', '0090016900_27022023011566']
Stack 3 with items: ['0090016900_27022023024745', '0090016900_27022023007596', '0090016900_27022023024745']
Stack 4 with items: ['0090016900_27022023011566', '0090016900_27022023011566', '0090016900_27022023011566']
Stack 5 with items: ['0090016900_27022023019830', '0090016900_27022023006652']
Stack 6 with items: ['0090016900_27022023034227', '0090016900_27022023034227']
Stack 7 with items: ['0090016900_27022023034227', '0090016900_27022023006652']
Stack 8 with items: ['0090016900_27022023034227', '0090016900_27022023034227']
Stack 9 with items: ['0090016900_27022023034227', '0090016900_27022023034227']
Stack 10 with items: ['0090016900_27022023034227', '0090016900_27022023034227']
Stack 11 with items: ['0090016900_27022023034227', '0090016900_27022023034227']
Stack 12 with items: ['0090016900_27022023051050', '0090016900_27022023041746', '0090016900_27022023045701', '0090016900_27022023041746']
Stack 13 with items: ['0090016900_27022023041746', '0090016900_27022023041746', '0090016900_27022023041746', '0090016900_27022023041746']
Stack 14 with items: ['0090016900_27022023038689', '0090016900_27022023038689', '0090016900_27022023038689', '0090016900_27022023038689']
Stack 15 with items: ['0090016900_27022023038689', '0090016900_27022023038689', '0090016900_27022023038689', '0090016900_27022023038689']
Stack 16 with items: ['0090016900_27022023036828', '0090016900_27022023036828', '0090016900_27022023036828', '0090016900_27022023036828']
Stack 17 with items: ['0090016900_27022023036828', '0090016900_27022023036828', '0090016900_27022023036828', '0090016900_27022023036828']
Stack 18 with items: ['0090016900_27022023036828', '0090016900_27022023036828', '0090016900_27022023036828', '0090016900_27022023036828']
Stack 19 with items: ['0090016900_27022023036828', '0090016900_27022023036828', '0090016900_27022023036828', '0090016900_27022023036828']
Stack 20 with items: ['0090016900_27022023036828', '0090016900_27022023036828', '0090016900_27022023036828', '0090016900_27022023036828']
Stack 21 with items: ['0090016900_27022023036828', '0090016900_27022023015147', '0090016900_27022023015147', '0090016900_27022023015147']
Stack 22 with items: ['0090016900_27022023032749', '0090016900_27022023032749', '0090016900_27022023032749', '0090016900_27022023032749']
Stack 23 with items: ['0090016900_27022023032749', '0090016900_27022023030172', '0090016900_27022023030172', '0090016900_27022023032749']
Stack 24 with items: ['0090016900_27022023015147', '0090016900_27022023015147', '0090016900_27022023015147', '0090016900_27022023015147']
Stack 25 with items: ['0090016900_27022023015147', '0090016900_27022023011868', '0090016900_27022023011868', '0090016900_27022023015147']
Stack 26 with items: ['0090016900_27022023011868', '0090016900_27022023011868', '0090016900_27022023011868', '0090016900_27022023011868']
Stack 27 with items: ['0090016900_27022023011868', '0090016900_27022023011577', '0090016900_27022023011868', '0090016900_27022023011868']
Stack 28 with items: ['0090016900_27022023011577', '0090016900_27022023011577', '0090016900_27022023011577', '0090016900_27022023011577']
Stack 29 with items: ['0090016900_27022023011577', '0090016900_27022023011577', '0090016900_27022023011577', '0090016900_27022023011577']
Stack 30 with items: ['0090016900_27022023026169', '0090016900_27022023050725']
Heuristic packed all stacks
