dataset: X
instance: TA2
+-----------+
2D Packing Heuristic in Truck P166382401
Min2DVol: 26.520000000000017 [m2]
Stack 0 with items: ['0090038300_08062023001451', '0090038300_08062023000237']
Stack 1 with items: ['0090038300_08062023008565', '0090038300_08062023008296', '0090038300_08062023008296']
Stack 2 with items: ['0090038300_08062023012349', '0090038300_08062023012349', '0090038300_08062023012349']
Stack 3 with items: ['0090038300_08062023012349', '0090038300_08062023012339', '0090038300_08062023012339']
Stack 4 with items: ['0090038300_08062023012339', '0090038300_08062023012339', '0090038300_08062023012339']
Stack 5 with items: ['0090038300_08062023012339', '0090038300_08062023011955', '0090038300_08062023012339']
Stack 6 with items: ['0090038300_08062023011034', '0090038300_08062023011034', '0090038300_08062023011034']
Stack 7 with items: ['0090038300_08062023011034', '0090038300_08062023011034', '0090038300_08062023011034']
Stack 8 with items: ['0090038300_08062023010816', '0090038300_08062023010816', '0090038300_08062023010816']
Stack 9 with items: ['0090038300_08062023010786', '0090038300_08062023010786', '0090038300_08062023010786']
Stack 10 with items: ['0090038300_08062023010786', '0090038300_08062023010786', '0090038300_08062023010786']
Stack 11 with items: ['0090038300_08062023010786', '0090038300_08062023010786', '0090038300_08062023010786']
Stack 12 with items: ['0090038300_08062023010786', '0090038300_08062023010786', '0090038300_08062023010786']
Stack 13 with items: ['0090038300_08062023010746', '0090038300_08062023010102', '0090038300_08062023010746']
Stack 14 with items: ['0090038300_08062023010102', '0090038300_08062023010102', '0090038300_08062023010102']
Stack 15 with items: ['0090038300_08062023010102', '0090038300_08062023010102', '0090038300_08062023010102']
Stack 16 with items: ['0090038300_08062023010102', '0090038300_08062023010025', '0090038300_08062023010102']
Stack 17 with items: ['0090038300_08062023009576', '0090038300_08062023009316', '0090038300_08062023009265']
Stack 18 with items: ['0090038300_08062023009265', '0090038300_08062023008863', '0090038300_08062023008863']
Stack 19 with items: ['0090038300_08062023008863', '0090038300_08062023008844', '0090038300_08062023008863']
Stack 20 with items: ['0090038300_08062023008576', '0090038300_08062023007737', '0090038300_08062023007469']
Stack 21 with items: ['0090038300_08062023007330', '0090038300_08062023007086', '0090038300_08062023007086']
Stack 22 with items: ['0090038300_08062023007086', '0090038300_08062023007086', '0090038300_08062023007086']
Stack 23 with items: ['0090038300_08062023007086', '0090038300_08062023006984', '0090038300_08062023007086']
Stack 24 with items: ['0090038300_08062023006799', '0090038300_08062023006535', '0090038300_08062023005804']
Stack 25 with items: ['0090038300_08062023005661', '0090038300_08062023005661', '0090038300_08062023005661']
Stack 26 with items: ['0090038300_08062023005661', '0090038300_08062023005222', '0090038300_08062023005661']
Stack 27 with items: ['0090038300_08062023005179', '0090038300_08062023005100', '0090038300_08062023005100']
Stack 28 with items: ['0090038300_08062023004852', '0090038300_08062023004378', '0090038300_08062023004340']
Stack 29 with items: ['0090038300_08062023004340', '0090038300_08062023004340', '0090038300_08062023004340']
Stack 30 with items: ['0090038300_08062023004340', '0090038300_08062023004340', '0090038300_08062023004340']
Stack 31 with items: ['0090038300_08062023004328', '0090038300_08062023004126', '0090038300_08062023004007']
Stack 32 with items: ['0090038300_08062023004007', '0090038300_08062023004007', '0090038300_08062023004007']
Stack 33 with items: ['0090038300_08062023003899', '0090038300_08062023003868', '0090038300_08062023003868']
Stack 34 with items: ['0090038300_08062023003868', '0090038300_08062023003868', '0090038300_08062023003868']
Stack 35 with items: ['0090038300_08062023003868', '0090038300_08062023003689', '0090038300_08062023003433']
Stack 36 with items: ['0090038300_08062023002943', '0090038300_08062023002215', '0090038300_08062023001688']
Stack 37 with items: ['0090038300_08062023001688', '0090038300_08062023001688', '0090038300_08062023001688']
Stack 38 with items: ['0090038300_08062023001391', '0090038300_08062023001018', '0090038300_08062023000468']
Stack 39 with items: ['0090038300_08062023000468', '0090038300_08062023000468', '0090038300_08062023000468']
Stack 40 with items: ['0090038300_08062023000468', '0090038300_08062023000468', '0090038300_08062023000468']
Stack 41 with items: ['0090038300_08062023000468', '0090038300_08062023000357', '0090038300_08062023000357']
Stack 42 with items: ['0090038300_08062023000357', '0090038300_08062023000357', '0090038300_08062023000357']
Stacks not packed:
Stack 1 missing: ['0090038300_08062023008565', '0090038300_08062023008296', '0090038300_08062023008296']
Stack 8 missing: ['0090038300_08062023010816', '0090038300_08062023010816', '0090038300_08062023010816']
Stack 13 missing: ['0090038300_08062023010746', '0090038300_08062023010102', '0090038300_08062023010746']
Stack 16 missing: ['0090038300_08062023010102', '0090038300_08062023010025', '0090038300_08062023010102']
Stack 17 missing: ['0090038300_08062023009576', '0090038300_08062023009316', '0090038300_08062023009265']
Stack 18 missing: ['0090038300_08062023009265', '0090038300_08062023008863', '0090038300_08062023008863']
Stack 19 missing: ['0090038300_08062023008863', '0090038300_08062023008844', '0090038300_08062023008863']
Stack 20 missing: ['0090038300_08062023008576', '0090038300_08062023007737', '0090038300_08062023007469']
Stack 21 missing: ['0090038300_08062023007330', '0090038300_08062023007086', '0090038300_08062023007086']
Stack 22 missing: ['0090038300_08062023007086', '0090038300_08062023007086', '0090038300_08062023007086']
Stack 24 missing: ['0090038300_08062023006799', '0090038300_08062023006535', '0090038300_08062023005804']
Stack 27 missing: ['0090038300_08062023005179', '0090038300_08062023005100', '0090038300_08062023005100']
Stack 28 missing: ['0090038300_08062023004852', '0090038300_08062023004378', '0090038300_08062023004340']
Stack 31 missing: ['0090038300_08062023004328', '0090038300_08062023004126', '0090038300_08062023004007']
Stack 33 missing: ['0090038300_08062023003899', '0090038300_08062023003868', '0090038300_08062023003868']
Stack 35 missing: ['0090038300_08062023003868', '0090038300_08062023003689', '0090038300_08062023003433']
Stack 36 missing: ['0090038300_08062023002943', '0090038300_08062023002215', '0090038300_08062023001688']
Stack 38 missing: ['0090038300_08062023001391', '0090038300_08062023001018', '0090038300_08062023000468']
