dataset: X
instance: BY5
+-----------+
2D Packing Heuristic in Truck P207161407
Min2DVol: 32.12400000000001 [m2]
Stack 0 with items: ['0090016900_14062023038411', '0090016900_14062023038411']
Stack 1 with items: ['0090016900_14062023004907', '0090016900_14062023004907', '0090016900_14062023004907']
Stack 2 with items: ['0090016900_14062023043571', '0090016900_14062023043571', '0090016900_14062023043571', '0090016900_14062023043571']
Stack 3 with items: ['0090016900_14062023043571', '0090016900_14062023043571', '0090016900_14062023043571', '0090016900_14062023043571']
Stack 4 with items: ['0090016900_14062023043571', '0090016900_14062023043571', '0090016900_14062023043571', '0090016900_14062023043571']
Stack 5 with items: ['0090016900_14062023043571', '0090016900_14062023043571', '0090016900_14062023043571', '0090016900_14062023043571']
Stack 6 with items: ['0090016900_14062023043571', '0090016900_14062023043571', '0090016900_14062023043571', '0090016900_14062023043571']
Stack 7 with items: ['0090016900_14062023043571', '0090016900_14062023043571', '0090016900_14062023043571', '0090016900_14062023043571']
Stack 8 with items: ['0090016900_14062023043571', '0090016900_14062023043571', '0090016900_14062023043571', '0090016900_14062023043571']
Stack 9 with items: ['0090016900_14062023043571', '0090016900_14062023043571', '0090016900_14062023043571', '0090016900_14062023043571']
Stack 10 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 11 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 12 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 13 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 14 with items: ['0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 15 with items: ['0090016900_14062023040288', '0090016900_14062023039394', '0090016900_14062023040288', '0090016900_14062023040288']
Stack 16 with items: ['0090016900_14062023039394', '0090016900_14062023039394', '0090016900_14062023039394', '0090016900_14062023039394']
Stack 17 with items: ['0090016900_14062023033016', '0090016900_14062023033016', '0090016900_14062023033016', '0090016900_14062023033016']
Stack 18 with items: ['0090016900_14062023033016', '0090016900_14062023033016', '0090016900_14062023033016', '0090016900_14062023033016']
Stack 19 with items: ['0090016900_14062023033016', '0090016900_14062023012681', '0090016900_14062023033016', '0090016900_14062023033016']
Heuristic packed all stacks
