dataset: C
instance: SA3
+-----------+
2D Packing Heuristic in Truck P104150409
Min2DVol: 32.160000000000004 [m2]
Stack 0 with items: ['0090017100_28022023028530', '0090017100_28022023028530', '0090017100_28022023028530']
Stack 1 with items: ['0090017100_28022023028530', '0090017100_28022023028530', '0090017100_28022023028530']
Stack 2 with items: ['0090017100_28022023022088', '0090017100_28022023022088', '0090017100_28022023022088']
Stack 3 with items: ['0090017100_28022023022088', '0090017100_28022023022088', '0090017100_28022023022088']
Stack 4 with items: ['0090017100_28022023022088', '0090017100_28022023022088', '0090017100_28022023022088']
Stack 5 with items: ['0090017100_28022023022088', '0090017100_28022023022088', '0090017100_28022023022088']
Stack 6 with items: ['0090017100_28022023017443', '0090017100_28022023017443', '0090017100_28022023017443']
Stack 7 with items: ['0090017100_28022023017443', '0090017100_28022023017443', '0090017100_28022023017443']
Stack 8 with items: ['0090017100_28022023017086', '0090017100_28022023014305', '0090017100_28022023017086']
Stack 9 with items: ['0090017100_28022023014305', '0090017100_28022023014305', '0090017100_28022023014305']
Stack 10 with items: ['0090017100_28022023014305', '0090017100_28022023010580', '0090017100_28022023010580']
Stack 11 with items: ['0090017100_28022023010580', '0090017100_28022023010580', '0090017100_28022023010580']
Stack 12 with items: ['0090017100_28022023010580', '0090017100_28022023010580', '0090017100_28022023010580']
Stack 13 with items: ['0090017100_28022023010580', '0090017100_28022023010580', '0090017100_28022023010580']
Stack 14 with items: ['0090017100_28022023010580', '0090017100_28022023008169', '0090017100_28022023008169']
Stack 15 with items: ['0090017100_28022023001062', '0090017100_28022023001062', '0090017100_28022023001062']
Stack 16 with items: ['0090017100_28022023001062', '0090017100_28022023001062', '0090017100_28022023001062']
Stack 17 with items: ['0090017100_28022023001062', '0090017100_28022023001062', '0090017100_28022023001062']
Stack 18 with items: ['0090017100_28022023001062', '0090017100_28022023001062', '0090017100_28022023001062']
Stack 19 with items: ['0090017100_28022023001062', '0090017100_28022023001062', '0090017100_28022023001062']
Heuristic packed all stacks
